"country","count","rank","screen_name","name","description","category","X","count.y","pop","percent"
"Kenya",172,91,"FlyAirNZ","Air New Zealand️","The official Air New Zealand Twitter account  We're listening 24/7. Please call 0800 737 000 for immediate assistance.","airline",NA,619,35598952,27.79
"Canada",237,44,"nytimestravel","NY Times Travel","Travel news and features from around the world.","travel",NA,853,32270507,27.78
"Saudi Arabia",252,43,"nytimes","The New York Times","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news",NA,907,2361236,27.78
"Colombia",103,74,"TheEconomist","The Economist","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel",NA,371,4494579,27.76
"Malaysia",932,29,"tv3malaysia","tv3malaysia","TV3 - stesen swasta siaran terestrial nombor satu di Malaysia","channel",NA,3357,25652985,27.76
"Turkey",162,52,"SouthwestAir","Southwest Airlines","We run on #SouthwestHeart. Follow for news & stories about the greatest Employees & Customers in the world. For official concerns please use the link provided.","airline",NA,584,72969723,27.74
"Turkey",162,53,"AirAsia","AirAsia","Welcome to our official Twitter account where we tweet exclusive updates, contests & our low fares all in just 140 characters!","airline",NA,584,72969723,27.74
"Turkey",162,54,"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,584,72969723,27.74
"France",334,33,"cnnbrk","CNN Breaking News","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news",NA,1205,60990544,27.72
"Taiwan",107,27,"MAS","Malaysia Airlines","Welcome to the official Malaysia Airlines Berhad Twitter account. We're tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline",NA,386,22704059,27.72
"United Arab Emirates",307,54,"google","Google","News and updates from Google","channel",NA,1108,4104291,27.71
"Kuwait",82,42,"BBCArabic","BBC Arabic بي بي سي","BBC Arabic official account الحساب الرسمي لبي بي سي العربية - تابعو أيضا حسابنا للأخبار العاجلة @BBCArabicAlerts وحسابنا عبر تيليجرام https://t.co/lRk29zMvoi","news",NA,296,2296000,27.7
"Kuwait",82,43,"AjelNews24","خبر عاجل","الحساب الرسمي لـ خبر عاجل .. انستغرام: ��https://t.co/ilQwOBNrN5      سناب شات: ��https://t.co/sfN3pEbhls  للتواصل: ��info@AjelNews24.com","news",NA,296,2296000,27.7
"Spain",249,49,"fitur_madrid","Fitur","Feria internacional de #turismo // International #Tourism Trade Fair. Toda la informacion de la feria y el sector #turistico","travel",NA,899,43397491,27.7
"Switzerland",126,36,"CNN","CNN","It's our job to #GoThere and tell the most difficult stories. Come with us!","news",NA,455,7424389,27.69
"United States",1700,18,"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,6140,299846449,27.69
"Russia",410,15,"Delta","Delta","Official account of Delta Air Lines. We're listening around the clock, 7 days a week. For a formal response please visit https://t.co/NnsfScRHt1.","airline",NA,1482,143953092,27.67
"Saudi Arabia",251,44,"google","Google","News and updates from Google","channel",NA,907,2361236,27.67
"Bulgaria",13,69,"washingtonpost","Washington Post","Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8","news",NA,47,7744591,27.66
"Bulgaria",13,70,"UN","United Nations","Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals #UN4RefugeesMigrants","other",NA,47,7744591,27.66
"Bulgaria",13,71,"KingJames","LeBron James","EST. AKRON - ST.V/M Class of '03  http://t.co/IneJylUd1m #IPROMISE","person",NA,47,7744591,27.66
"Bulgaria",13,72,"Gatwick_Airport","Gatwick Airport LGW","We're here 24/7 to answer your questions and help you have a great experience at Gatwick. Follow @LGWobviously for runway 2 news.","airport",NA,47,7744591,27.66
"Bulgaria",13,73,"gmail","Gmail","News, tips and tricks from the Gmail team. Need help? Fly on over to our Help Center or forum.","brand",NA,47,7744591,27.66
"Bulgaria",13,74,"guardian","The Guardian","Top stories, special features, live blogs and more","news",NA,47,7744591,27.66
"Bulgaria",13,75,"KGeorgievaEU","Kristalina Georgieva","@EU_Commission Vice-President for @EU_Budget and Human Resources #TeamJunckerEU 🇪🇺 #EUBudget4Results - https://t.co/pGGEmhxIl9","person",NA,47,7744591,27.66
"Bulgaria",13,76,"MobiltelBG","Мтел","Мтел е най-големият телеком в България. На ваше разположение сме: Понеделник - Петък - 09:00 - 21:00 Събота - 10:00 - 20:00 Неделя - 10:00 - 18:00","brand",NA,47,7744591,27.66
"Bulgaria",13,77,"BulgariaAir","България Ер","Официален туитър канал на българския национален авиопревозвач. | Official twitter account of the Bulgarian National Airline.","airline",NA,47,7744591,27.66
"Bulgaria",13,78,"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,47,7744591,27.66
"Bulgaria",13,79,"GooglePlay","Google Play","We're exploring the world's greatest stories through movies, TV, music, games, apps, books and so much more. Up for new adventures and discoveries? Let's play.","brand",NA,47,7744591,27.66
"Bulgaria",13,80,"MonsterEnergyBG","Monster Energy BG","Отиди на http://t.co/tlXl2Tzt8i и влез зад кулисите на нашите събития и състезания. #UnleashTheBeast","brand",NA,47,7744591,27.66
"Greece",544,32,"SouthwestAir","Southwest Airlines","We run on #SouthwestHeart. Follow for news & stories about the greatest Employees & Customers in the world. For official concerns please use the link provided.","airline",NA,1967,11099737,27.66
"Egypt",185,89,"ladygaga","JOANNE","Perfect Illusion OUT NOW / New Album JOANNE OCT 21 PRE-ORDER: https://t.co/8QsYawBg3M So #JOANNE is like, you know, Lady Gaga if you erase all the fame.","person",NA,669,72849793,27.65
"Egypt",185,90,"GooglePlay","Google Play","We're exploring the world's greatest stories through movies, TV, music, games, apps, books and so much more. Up for new adventures and discoveries? Let's play.","brand",NA,669,72849793,27.65
"Italy",285,61,"WSJ","Wall Street Journal","Breaking news and features from the WSJ.","news",NA,1031,5864636,27.64
"Morocco",230,25,"FlyAirNZ","Air New Zealand️","The official Air New Zealand Twitter account  We're listening 24/7. Please call 0800 737 000 for immediate assistance.","airline",NA,832,30494991,27.64
"Singapore",2707,12,"BarackObama","Barack Obama","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person",NA,9800,4327468,27.62
"Iraq",302,44,"airfrance","Air France","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline",NA,1094,27995984,27.61
"South Africa",135,61,"Airbus","Airbus","A global team designing, manufacturing and supporting the world's leading aircraft... with passengers at heart and airlines in mind.","travel",NA,489,47938663,27.61
"South Africa",135,62,"NatGeoTravel","NatGeoTravel","Your guide to traveling with passion and purpose","travel",NA,489,47938663,27.61
"Austria",32,38,"richardbranson","Richard Branson","Tie-loathing adventurer, philanthropist & troublemaker, who believes in turning ideas into reality. Otherwise known as Dr Yes at @virgin!","person",NA,116,8291979,27.59
"Austria",32,39,"TripAdvisor","TripAdvisor","Know better, book better and go better on the world's largest travel site.","travel",NA,116,8291979,27.59
"Azerbaijan",56,57,"AP","The Associated Press","News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: http://t.co/BibaTN49vB","news",NA,203,8352021,27.59
"Azerbaijan",56,58,"mubasherlucman","Mubasher Lucman","Mubasher Lucman is currently on the top of anchorpersons index in Pakistan & specializes in Investigative Journalism. He currently hosts program Khara Sach.","person",NA,203,8352021,27.59
"Azerbaijan",56,59,"ISPR_Official","ISPR","This is Official Twitter Account of Inter Services Public Relations (ISPR) Our Official FB Page is: https://t.co/oVx8jBrwjM","",NA,203,8352021,27.59
"Myanmar",16,41,"NASA","NASA","Explore the universe and discover our home planet with @NASA. We usually post in EDT (UTC-4).","other",NA,58,47967266,27.59
"Myanmar",16,42,"shakira","Shakira","#LaBicicleta @CarlosVives & Shakira. iTunes: https://t.co/soIQTtdbP9  https://t.co/oEZtqqavxC","person",NA,58,47967266,27.59
"Myanmar",16,43,"guardian","The Guardian","Top stories, special features, live blogs and more","news",NA,58,47967266,27.59
"Myanmar",16,44,"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,58,47967266,27.59
"Myanmar",16,45,"premierleague","Premier League","Official Twitter account of the Premier League. The official Premier League app is now LIVE and FREE to download https://t.co/2wlDwf7gu1","sports",NA,58,47967266,27.59
"Myanmar",16,46,"ooredoo_mm","Ooredoo Myanmar","Welcome to Ooredoo Myanmar's Official Twitter page - Tweet with us! Ooredoo ၿမန္မာ ရဲ႕ တရား၀င္ တြစ္တာ စာမ်က္ႏွာ က ၾကိဳဆိုပါ၏။ တြိလုပ္ၾကပါစို႔။","",NA,58,47967266,27.59
"Spain",248,50,"_anapastor_","Ana Pastor","Periodista.","person",NA,899,43397491,27.59
"Mexico",196,55,"BoeingAirplanes","Boeing Airplanes","Official Twitter of Boeing Commercial Airplanes - 
We design, build and support a family of technologically advanced commercial jets","travel",NA,711,104266392,27.57
"Turkey",161,55,"NatGeo","National Geographic","Since 1888, we've traveled the Earth, sharing its amazing stories with new generations. Official Twitter account of National Geographic.","channel",NA,584,72969723,27.57
"Chile",183,35,"folha","Folha de S.Paulo","Perfil oficial do jornal Folha de S.Paulo. No Facebook: http://t.co/HTDLgzHM. Atendimento: @folha_atende","news",NA,664,16295102,27.56
"Greece",542,33,"HeathrowAirport","Heathrow Airport","Welcome to the official Heathrow Airport Twitter feed. We're here to help every day between 6:30am and 11pm (GMT). Follow @yourHeathrow for our expansion news.","airport",NA,1967,11099737,27.55
"Ireland",200,44,"jimmycarr","Jimmy Carr","Brand new tour on sale now. https://t.co/8huM98LdlY","person",NA,726,4143294,27.55
"Vietnam",135,29,"KLM","Royal Dutch Airlines","Official global account of KLM. While we keep you updated, we're at your service in 12 languages. Share personal details only in private messages!","airline",NA,490,85028643,27.55
"Afghanistan",19,95,"espn","ESPN","We talk about sports, sports, and well ... sports.","sports",NA,69,25067407,27.54
"Afghanistan",19,96,"AJEnglish","Al Jazeera English","Everyone has a story worth hearing. Follow @AJENews for breaking news. Add us on Snapchat: AJENews.","news",NA,69,25067407,27.54
"Afghanistan",19,97,"Delta","Delta","Official account of Delta Air Lines. We're listening around the clock, 7 days a week. For a formal response please visit https://t.co/NnsfScRHt1.","airline",NA,69,25067407,27.54
"Afghanistan",19,98,"CBSNews","CBS News","The official twitter feed of @CBSNews. Follow for original reporting and trusted news.","news",NA,69,25067407,27.54
"Afghanistan",19,99,"britneyspears","Britney Spears","My new album #Glory is out now!","person",NA,69,25067407,27.54
"Afghanistan",19,100,"staralliance","Star Alliance","The Star Alliance network provides a range of benefits for the international traveller to improve their travel experience, wherever they are in the world.","airline",NA,69,25067407,27.54
"United Arab Emirates",305,55,"NatGeo","National Geographic","Since 1888, we've traveled the Earth, sharing its amazing stories with new generations. Official Twitter account of National Geographic.","channel",NA,1108,4104291,27.53
"Iraq",301,45,"AJArabic","قناة الجزيرة","الجزيرة.. الرأي والرأي الآخر.. تابع أخبارنا العاجلة على @AJABreaking ولمحبي الرياضة: @AJASports","news",NA,1094,27995984,27.51
"Iraq",301,46,"TareqAlSuwaidan","د. طارق السويدان","مؤسس مشروع التغيير الحضاري باحث ومفكر وداعية إسلامي، مدرب محترف في مجالات الإدارة والقيادة، رئيس مجلس إدارة مجموعة شركات الإبداع","",NA,1094,27995984,27.51
"Iraq",301,47,"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,1094,27995984,27.51
"Egypt",184,91,"gmail","Gmail","News, tips and tricks from the Gmail team. Need help? Fly on over to our Help Center or forum.","brand",NA,669,72849793,27.5
"Venezuela",173,70,"3M","3M","Here, we innovate with purpose & use #science every day to create real impact in every life around the world. #Lifewith3M","brand",NA,629,26725573,27.5
"Portugal",83,80,"TravelLeisure","Travel + Leisure","Your connection to the world of travel, brought to you by our editors. Questions? Stories? Please share! Social media terms: http://t.co/EZJig77Mz1","travel",NA,302,10528226,27.48
"Portugal",83,81,"Oprah","Oprah Winfrey","","person",NA,302,10528226,27.48
"Portugal",83,82,"katyperry","KATY PERRY","Rising...","person",NA,302,10528226,27.48
"Portugal",83,83,"GuardianTravel","Guardian Travel","The latest travel news, insider guides, emerging destinations, new hotels and travel trends from the @Guardian. Instagram: guardiantravelsnaps","travel",NA,302,10528226,27.48
"Switzerland",125,37,"NZZ","Neue Zurcher Zeitung","Hier vertwittert die @NZZ Schnelles und Tiefgrundiges. Es twittern Adrienne Fichter (@adfichter) und Oliver Fuchs (@oliphox).","",NA,455,7424389,27.47
"Brazil",633,57,"Airbus","Airbus","A global team designing, manufacturing and supporting the world's leading aircraft... with passengers at heart and airlines in mind.","travel",NA,2305,186830759,27.46
"Germany",226,35,"nytimes","The New York Times","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news",NA,823,82652369,27.46
"Japan",667,34,"Qantas","Qantas","The official Qantas Twitter page to share information & get feedback. We're online 24 hours a day, 7 days a week.","airline",NA,2429,127896740,27.46
"Kazakhstan",39,76,"BreakingNews","Breaking News","Be the first to know when news breaks. Get our free app to unlock more updates, see news near you and customize your alerts...","news",NA,142,15210609,27.46
"Kazakhstan",39,77,"premierleague","Premier League","Official Twitter account of the Premier League. The official Premier League app is now LIVE and FREE to download https://t.co/2wlDwf7gu1","sports",NA,142,15210609,27.46
"Russia",407,16,"twitter","Twitter","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel",NA,1482,143953092,27.46
"Taiwan",106,28,"google","Google","News and updates from Google","channel",NA,386,22704059,27.46
"Hong Kong",431,26,"TheEconomist","The Economist","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel",NA,1570,7057418,27.45
"Sri Lanka",56,96,"lufthansa","Lufthansa","Welcome to the official twitter channel (international) of Deutsche Lufthansa AG!","airline",NA,204,19120763,27.45
"Belgium",93,40,"TripAdvisor","TripAdvisor","Know better, book better and go better on the world's largest travel site.","travel",NA,339,10398049,27.43
"Ecuador",302,35,"MAS","Malaysia Airlines","Welcome to the official Malaysia Airlines Berhad Twitter account. We're tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline",NA,1101,13060993,27.43
"Thailand",997,25,"tvOneNews","tvOneNews","Official Twitter tvOne news+sports Memang Beda contact us: SocMed@tvone.co.id","news",NA,3635,63002911,27.43
"Australia",1969,30,"British_Airways","British Airways","Official British Airways Twitter account. We love reading your Tweets & are here 24 hours a day, 7 days a week to help. You can also visit","airline",NA,7180,20310208,27.42
"Brazil",632,58,"Android","Android","News, tips, and tricks direct from the Android team.","brand",NA,2305,186830759,27.42
"Iraq",300,48,"HashKSA","هاشتاق السعودية","الحساب الرسمي لـ هاشتاق السعودية |جوالنا المجاني والخاص بأخبار تويتر علىSTCأرسل 1 إلى 808888 |سفير #نبراس https://t.co/mM27JkbOIA | للتواصل: HashKSA@smaat.co","person",NA,1094,27995984,27.42
"Ireland",199,45,"CNN","CNN","It's our job to #GoThere and tell the most difficult stories. Come with us!","news",NA,726,4143294,27.41
"Greece",539,34,"Airbus","Airbus","A global team designing, manufacturing and supporting the world's leading aircraft... with passengers at heart and airlines in mind.","travel",NA,1967,11099737,27.4
"South Africa",134,63,"UN","United Nations","Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals #UN4RefugeesMigrants","other",NA,489,47938663,27.4
"Ukraine",95,37,"SamsungMobile","Samsung Mobile","[Statement] Samsung Urges Galaxy Note7 Users to Immediately Participate in The Replacement Program https://t.co/qyBpeBPd64","brand",NA,347,46917544,27.38
"New Zealand",222,40,"NewshubBreaking","Newshub Breaking","Your breaking news now.","news",NA,811,4097112,27.37
"New Zealand",222,41,"MAS","Malaysia Airlines","Welcome to the official Malaysia Airlines Berhad Twitter account. We're tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline",NA,811,4097112,27.37
"New Zealand",222,42,"MrMikeMcRoberts","Mike McRoberts","Newshub anchor and reporter, and author of Beyond the Frontline. Aspiring marathoner, but still look like a rugby player out for a long run.","person",NA,811,4097112,27.37
"Kuwait",81,44,"Reuters","Reuters Top News","Top and breaking news, pictures, and videos from Reuters.","news",NA,296,2296000,27.36
"Kuwait",81,45,"WatanNews","الوطن الإلكترونية","في قلب الحدث على مدار الساعة","news",NA,296,2296000,27.36
"Kuwait",81,46,"united","United","Conversations with you here are 140 characters-friendly. Tweet us any time. For a formal response visit https://t.co/cpgjUnDsve.","airline",NA,296,2296000,27.36
"Singapore",2681,13,"AirAsia","AirAsia","Welcome to our official Twitter account where we tweet exclusive updates, contests & our low fares all in just 140 characters!","airline",NA,9800,4327468,27.36
"Spain",246,51,"BarackObama","Barack Obama","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person",NA,899,43397491,27.36
"Romania",67,59,"UN","United Nations","Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals #UN4RefugeesMigrants","other",NA,245,21627557,27.35
"Australia",1963,31,"sunriseon7","Sunrise","Official tweets from Australia's most popular brekky show. You can also join us at https://t.co/IrTULXUysw, https://t.co/hGDzppu7DW & on @Instagram","news",NA,7180,20310208,27.34
"Germany",225,36,"YouTube","YouTube","lol watch this","channel",NA,823,82652369,27.34
"Poland",38,63,"AviationWeek","Aviation Week","Insight and analysis from the Aviation Week Network, the largest information provider to the global aviation, aerospace and defense industries since 1916.","travel",NA,139,38195558,27.34
"Poland",38,64,"Gatwick_Airport","Gatwick Airport LGW","We're here 24/7 to answer your questions and help you have a great experience at Gatwick. Follow @LGWobviously for runway 2 news.","airport",NA,139,38195558,27.34
"Poland",38,65,"airliners_net","Airliners.net","The Best Aviation Photos, Largest Online Aviation Community, Airplane Information and Aviation News!","travel",NA,139,38195558,27.34
"Poland",38,66,"BBC_Travel","BBC Travel","Discover new cultures. Embark on new adventures. Celebrate. Explore. Engage. BBC Travel: Inspiring you to fall in love with the world.","travel",NA,139,38195558,27.34
"Netherlands",772,29,"cnnbrk","CNN Breaking News","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news",NA,2825,1632769,27.33
"Slovenia",126,32,"lonelyplanet","Lonely Planet","Tweeting + retweeting the best in travel: in-depth articles, inspiring photography, intrepid videos. #lp | For the latest daily travel news see @lptravelnews","travel",NA,461,1999425,27.33
"Zimbabwe",41,71,"BreakingNews","Breaking News","Be the first to know when news breaks. Get our free app to unlock more updates, see news near you and customize your alerts...","news",NA,150,13119679,27.33
"Zimbabwe",41,72,"NatGeoTravel","NatGeoTravel","Your guide to traveling with passion and purpose","travel",NA,150,13119679,27.33
"Zimbabwe",41,73,"guardian","The Guardian","Top stories, special features, live blogs and more","news",NA,150,13119679,27.33
"Denmark",50,42,"CNN","CNN","It's our job to #GoThere and tell the most difficult stories. Come with us!","news",NA,183,5416945,27.32
"Denmark",50,43,"TripAdvisor","TripAdvisor","Know better, book better and go better on the world's largest travel site.","travel",NA,183,5416945,27.32
"Kenya",169,92,"intel","Intel","Intel news, views & events about global tech innovation. Looking for support? Tweet @IntelSupport","brand",NA,619,35598952,27.3
"Kenya",169,93,"KimKardashian","Kim Kardashian West","","person",NA,619,35598952,27.3
"Kenya",169,94,"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,619,35598952,27.3
"Mexico",194,56,"taylorswift13","Taylor Swift","Born in 1989.","person",NA,711,104266392,27.29
"Mexico",194,57,"Boeing","The Boeing Company","Boeing has a tradition of aerospace leadership and innovation, and is committed to investing in the communities where our people work and live worldwide.","travel",NA,711,104266392,27.29
"Bolivia",15,60,"paulocoelho","Paulo Coelho","Writer ( https://t.co/d8dQ56k9Oq ) I delete tweets","person",NA,55,9182015,27.27
"Bolivia",15,61,"NASA","NASA","Explore the universe and discover our home planet with @NASA. We usually post in EDT (UTC-4).","other",NA,55,9182015,27.27
"Bolivia",15,62,"elmundoes","EL MUNDO","Cuenta oficial del diario EL MUNDO. Foto:R. De Chowdhuri (Reuters)","",NA,55,9182015,27.27
"Bolivia",15,63,"Windows","Windows","Windows news, product info & global stories of people using Windows technology to #DoGreatThings. For support tweet @WindowsSupport","brand",NA,55,9182015,27.27
"Bolivia",15,64,"Boeing","The Boeing Company","Boeing has a tradition of aerospace leadership and innovation, and is committed to investing in the communities where our people work and live worldwide.","travel",NA,55,9182015,27.27
"Bolivia",15,65,"IATA","IATA","The International Air Transport Association (IATA) is the global trade association of airlines. Our 260 members comprise 83% of total air traffic.","travel",NA,55,9182015,27.27
"Bolivia",15,66,"diarioeldeber","EL DEBER","62 anos informando sobre Bolivia y el mundo. Estamos conectados las 24 horas, todos los dias del ano.","news",NA,55,9182015,27.27
"Bolivia",15,67,"TwitterEspanol","Twitter en espanol","�Bienvenidos a la cuenta oficial de Twitter en espanol! �Eres nuevo? Empieza aqui https://t.co/SrM5t0nn","channel",NA,55,9182015,27.27
"Bolivia",15,68,"EFEnoticias","EFE Noticias","Perfil oficial de la Agencia EFE, la primera agencia de noticias en espanol y la cuarta del mundo. Otros perfiles https://t.co/HcAGHRI7Mp","news",NA,55,9182015,27.27
"Bolivia",15,69,"Avianca","Avianca","Sitio Oficial, horario de atencion al cliente: Lun-Vie 7am-9pm,Sab y Dom 8am-8pm (UTC-05:00) Bogota, Lima, Quito Es/En","airline",NA,55,9182015,27.27
"Singapore",2672,14,"LTAsg","LTA","Latest transport happenings & lifestyle updates. 

For traffic news, follow @LTATrafficNews. Check out our FB (https://t.co/Ucwpk8rJWH) & IG (@LTAsg) for more!","other",NA,9800,4327468,27.27
"Chile",181,36,"CNNEE","CNN en Espanol","CNN en Espanol es tu principal fuente de informacion y breaking news. Cubrimos las noticias de America Latina y el resto del mundo. Vive la noticia.","news",NA,664,16295102,27.26
"Malaysia",915,30,"plustrafik","plusline1800880000","PLUS Berhad, Menara Korporat, Persada PLUS, Persimpangan Bertingkat Subang, KM15, Lebuhraya Baru Lembah Klang, 47301, Petaling Jaya, Selangor Darul Ehsan.","",NA,3357,25652985,27.26
"Oman",73,61,"AirAsia","AirAsia","Welcome to our official Twitter account where we tweet exclusive updates, contests & our low fares all in just 140 characters!","airline",NA,268,2507042,27.24
"France",328,34,"afpfr","Agence France-Presse","Morceaux choisis des fils d'actu, coulisses & RT des 1.575 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: http://t.co/4pIm8k2HLC","news",NA,1205,60990544,27.22
"United States",1671,19,"TheEllenShow","Ellen DeGeneres","Comedian, talk show host and ice road trucker. My tweets are real, and they're spectacular. https://t.co/rJNCGU9GhH","person",NA,6140,299846449,27.21
"Taiwan",105,29,"ABSCBNNews","ABS-CBN News","Stories, video, and multimedia for Filipinos worldwide, from ABS-CBN News and Current Affairs, the Philippines' most trusted news organization.","news",NA,386,22704059,27.2
"Taiwan",105,30,"ANCALERTS","ABS-CBN News Channel","News updates & breaking news from the Philippines. Like our Facebook page: http://t.co/xr1ETuyubS.","news",NA,386,22704059,27.2
"United States",1670,20,"MAS","Malaysia Airlines","Welcome to the official Malaysia Airlines Berhad Twitter account. We're tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline",NA,6140,299846449,27.2
"Venezuela",171,71,"BillGates","Bill Gates","Sharing things I'm learning through my foundation work and other interests...","person",NA,629,26725573,27.19
"United Kingdom",1975,28,"MAS","Malaysia Airlines","Welcome to the official Malaysia Airlines Berhad Twitter account. We're tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline",NA,7266,60244834,27.18
"Czech Republic",22,54,"cnnbrk","CNN Breaking News","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news",NA,81,10191762,27.16
"Czech Republic",22,55,"BarackObama","Barack Obama","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person",NA,81,10191762,27.16
"Czech Republic",22,56,"Reuters","Reuters Top News","Top and breaking news, pictures, and videos from Reuters.","news",NA,81,10191762,27.16
"Czech Republic",22,57,"Lupacz","Lupa.cz","Server o ceskem internetu, nyni i na Twitteru :)","",NA,81,10191762,27.16
"Czech Republic",22,58,"airberlin","airberlin","A warm welcome to the official airberlin Twitter account. Discover the world of airberlin and register now for the airberlin newsletter! https://t.co/tmcNONhGio","airline",NA,81,10191762,27.16
"Czech Republic",22,59,"68Jagr","Jaromir Jagr","Official twitter account of Jaromir Jagr. Also on Facebook:","person",NA,81,10191762,27.16
"Czech Republic",22,60,"JaromirBosak","Jaromir Bosak","Jak rika Vancura: Cas propůjcuje důstojnosti i zrůdam. V tom se skryva naděje pro me dalsi roky tweetovani. Tweety nevyjadruji nazory CT.","",NA,81,10191762,27.16
"Czech Republic",22,61,"DVTVcz","DVTV","Internetova televize Daniely Drtinove a Martina Veselovskeho. Rozhovory, analyzy, reportaze. Denně k aktualnim tematům nejen z politiky. #sledujuDVTV","news",NA,81,10191762,27.16
"Morocco",226,26,"stephenfry","Stephen Fry","Actor and writer currently working on new TV comedy @GreatIndoorsCBS Instagram - stephenfryactually","person",NA,832,30494991,27.16
"China",1233,12,"BBCWorld","BBC News (World)","Where we #LiveTheStory - join us https://t.co/zQYj7l9rp2","news",NA,4542,1312978855,27.15
"Iraq",297,49,"AlAfasy","مشاري العفاسي","Alafasy TV Nile Sat 10727 H 27500 auto Instagram : https://t.co/Au9Mhi60F1 SnapChat : Mishari_Alafasy - WhatsApp : 0096597577333","person",NA,1094,27995984,27.15
"Australia",1949,32,"EtihadAirways","Etihad Airways","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline",NA,7180,20310208,27.14
"Belgium",92,41,"NASA","NASA","Explore the universe and discover our home planet with @NASA. We usually post in EDT (UTC-4).","other",NA,339,10398049,27.14
"Kenya",168,95,"JetBlue","JetBlue Airways","Hi, nice to tweet you! Fly with us to 90+ destinations and experience our award-winning service. For concerns that require a response, call or email.","airline",NA,619,35598952,27.14
"Chile",180,37,"VEJA","VEJA","Noticias, analises, blogs, videos. Acompanhe tambem no Facebook (http://t.co/BrQoU0P09F)","news",NA,664,16295102,27.11
"Sweden",61,40,"YouTube","YouTube","lol watch this","channel",NA,225,9038049,27.11
"Germany",223,37,"sternde","stern","Nachrichten des Tages in 140 Zeichen von https://t.co/DdphyPeII8","",NA,823,82652369,27.1
"Greece",533,35,"FlyAirNZ","Air New Zealand️","The official Air New Zealand Twitter account  We're listening 24/7. Please call 0800 737 000 for immediate assistance.","airline",NA,1967,11099737,27.1
"Azerbaijan",55,60,"jtimberlake","Justin Timberlake","","person",NA,203,8352021,27.09
"Azerbaijan",55,61,"Cristiano","Cristiano Ronaldo","This Privacy Policy addresses the collection and use of personal information - https://t.co/Jp6yh1T58c","person",NA,203,8352021,27.09
"Azerbaijan",55,62,"SamsungMobile","Samsung Mobile","[Statement] Samsung Urges Galaxy Note7 Users to Immediately Participate in The Replacement Program https://t.co/qyBpeBPd64","brand",NA,203,8352021,27.09
"Azerbaijan",55,63,"XHNews","China Xinhua News","China Insight, Global View. Xinhua News Agency is the first port of call for the latest China and world news. https://t.co/U0WI8N4Fll https://t.co/IHLImeWM1V","news",NA,203,8352021,27.09
"Azerbaijan",55,64,"Kashifabbasiary","Kashif Abbasi","Journalist and Anchor at ARY NEWS...still trying to make things right..","person",NA,203,8352021,27.09
"Ukraine",94,38,"taylorswift13","Taylor Swift","Born in 1989.","person",NA,347,46917544,27.09
