id,screen_name,name,timezone,country,description,count,category
740216334,psy_oppa,PSY,Irkutsk,Russia,#7thALBUM on iTunes https://t.co/9oXqUb7l9M #DADDY M/V on YouTube https://t.co/3SgevEYdt4 #NapalBaji M/V on YouTube https://t.co/3gLItsxkW0,20388,person
250831586,TheRock,Dwayne Johnson,Pacific Time (US & Canada),None,Dude.,20364,person
102323621,astonmartin,Aston Martin,London,United Kingdom,"The only official Twitter account of Aston Martin Lagonda. Tweets of Power, Beauty and Soul. #astonmartin",20331,brand
44335525,HHShkMohd,HH Sheikh Mohammed,Muscat,Oman,Official Tweets by His Highness Sheikh Mohammed bin Rashid Al Maktoum,20297,person
24016767,usatodaytravel,USA TODAY Travel,Eastern Time (US & Canada),None,"Get the latest travel news, deals and trends about flights, hotels, cruises and destinations from the USA TODAY Travel team.",20256,travel
25053299,FortuneMagazine,Fortune,Eastern Time (US & Canada),None,"FORTUNE's official Twitter feed. Here's what we're hearing, seeing, reading and writing. Visit us at http://t.co/EZnUYxNm",20243,channel
121046433,ImRo45,Rohit Sharma,Mumbai,India,,20216,person
72568426,Versace,Versace,Eastern Time (US & Canada),None,"Founded by Gianni Versace in 1978, Versace is one of the world's leading international fashion brands and is a symbol of Italian style worldwide.",20193,brand
9549352,BA_USA,British Airways N.A.,Eastern Time (US & Canada),None,This account is no longer active. Please follow @british_airways for 24-hour a day customer support and updates.,20174,airline
1877831,nytimesworld,New York Times World,Eastern Time (US & Canada),None,World news from The New York Times. Follow our editors and correspondents here: http://t.co/dZjTQkxoyM,20151,news
106317808,DubaiAirports,Dubai Airports,Abu Dhabi,United Arab Emirates,Dubai Airports owns and manages the operation of Dubai International (DXB) and Dubai World Central (DWC). تابعوا صفحتنا باللغة العربية @DubaiAirportsAr,20130,airport
77888423,OMGFacts,OMG Facts,Central Time (US & Canada),None,#TheMoreYouKnow,20110,channel
114990575,ThaiAirways,Thai Airways,Bangkok,Thailand,Welcome aboard to official Twitter account of Thai Airways International,20042,airline
1307120064,SBYudhoyono,S. B. Yudhoyono,Bangkok,Thailand,Akun Resmi Presiden Ke-6 RI (2004-2014) Susilo Bambang Yudhoyono. Dikelola oleh Staf Pribadi. Twit dari Susilo Bambang Yudhoyono ditandai *SBY*,20000,person
226087776,redbullracing,Red Bull Racing,London,United Kingdom,#GivesYouWings  #PushTheBoundaries,19945,brand
224223563,3gerardpique,Gerard Piqué,Madrid,Spain,FCBarcelona | Football Player,19931,person
10933662,timestravel,The Times Travel,London,United Kingdom,"The latest travel news, deals and videos plus inspiration for your next trip",19875,travel
213969309,LewisHamilton,Lewis Hamilton,London,United Kingdom,"H.A.M til the day I die!! #TeamLH Snapchat: lewishamilton https://t.co/Q4FiC7dSrt
https://t.co/A341DuifUN https://t.co/DYC80EzVtG",19872,
34197952,anandmahindra,anand mahindra,Mumbai,India,"Chairman and Managing Director, Mahindra Group",19858,
366947884,Varun_dvn,Varun dhawan,Chennai,India,"artist, the voice of the voiceless",19855,
36065771,cntraveller,Condé Nast Traveller,London,United Kingdom,Travel inspiration from the editors of Condé Nast Traveller UK,19844,
40205617,AirFranceFR,Air France FR,Paris,France,#FranceisintheAir ! @AirFranceFR vous délivre ici ses dernières offres et est à votre service 24/7. (Données perso uniquement en DM),19789,
78941611,bhogleharsha,Harsha Bhogle,New Delhi,India,Blessed. Enjoy till it lasts.   https://t.co/AliHlEWvlX,19782,
155927976,rioferdy5,Rio Ferdinand,,None,Official Twitter account of Rio Ferdinand / Media Enquiries - info@neweraglobalsports.com / https://t.co/9hI5ihb0LY / SC - rioferdyfive,19746,
183387449,XabiAlonso,Xabi Alonso,Greenland,Greenland,Cuenta oficial de Xabi Alonso,19676,
16343974,Telegraph,The Telegraph,London,United Kingdom,"The latest news, business, sport, comment, lifestyle and culture from the https://t.co/cJ9Ctg93KL team.",19645,
158314798,LiamPayne,Liam,Hawaii,United States,the luckiest man in the world,19625,
18493366,KenyaAirways,Kenya  Airways,Nairobi,Kenya,"The Pride of Africa.Official KQ page sharing news, views and overall experience. E-mail: Customer.Relations@kenya-airways.com Tel:+254711024747/+254734104747",19617,
2469605695,arjunk26,Arjun Kapoor,Chennai,India,"Son, Brother, Friend, Actor ( all 4 work in progress)",19556,
32468665,googledrive,Google Drive,Pacific Time (US & Canada),None,Google Drive is a safe place for all your files. Use Drive for free on all your devices. Visit http://t.co/ReoUx29Gxc to get started.,19542,
69008563,F1,Formula 1,London,United Kingdom,The Official Formula 1® Twitter Account,19518,
108568373,SkySportsNewsHQ,Sky Sports News HQ,London,United Kingdom,The official Twitter account for Sky Sports News HQ. Your home of sports news.,19516,
5120691,wef,World Economic Forum,Bern,Switzerland,"The international organization for public private cooperation. Follow us for research, insight and analysis on global issues. Annual Meeting hashtag: #wef",19514,
26935768,STATravelSG,STA Travel Singapore,Singapore,Singapore,The Singapore office of the world's largest (& coolest!) travel company for students and young adults. Like us on Facebook @ http://t.co/e0Otptwr6W!,19489,
349714440,Jaguar,Jaguar,Pacific Time (US & Canada),None,"Official Jaguar worldwide Twitter account for news, videos and photos from Jaguar cars, home to #FTYPE, #XE, #XF, #XJ and #FPACE.",19485,
25497636,JJ_Lin,JJ Lin,Singapore,Singapore,"Born & bred in Singapore, currently residing in Taiwan. We are all placed on earth to leave imprints on each others' lives.",19479,
16542390,ESPNcricinfo,ESPNcricinfo,Mumbai,India,"The home of cricket. https://t.co/tBXKmUsRs1
https://t.co/SehLbGwWnT",19473,
2884771,Newsweek,Newsweek,Eastern Time (US & Canada),None,"Stay relevant. News and analysis on politics, science, technology, and culture.",19464,
39559926,airliners_net,Airliners.net,Pacific Time (US & Canada),None,"The Best Aviation Photos, Largest Online Aviation Community, Airplane Information and Aviation News!",19463,
338084918,Pharrell,Pharrell Williams,Eastern Time (US & Canada),None,@i_am_OTHER,19408,
90836187,andresiniesta8,Andrés Iniesta,Madrid,Spain,"FC Barcelona player. 
Born in Fuentealbilla 11 May 1984",19365,
26223583,airberlin,airberlin,Berlin,Germany,A warm welcome to the official airberlin Twitter account. Discover the world of airberlin and register now for the airberlin newsletter! https://t.co/tmcNONhGio,19362,
366987179,jokowi,Joko Widodo,Jakarta,Indonesia,"Akun resmi Joko Widodo, Presiden Republik Indonesia",19330,
1176135546,superstarrajini,Rajinikanth,Chennai,India,The official handle of Superstar Rajinikanth,19293,
84279963,Louis_Tomlinson,Louis Tomlinson,Eastern Time (US & Canada),None,"1/4 of One Direction :) We would be nowhere without our incredible fans, we owe it all to you.",19265,
134196350,flightradar24,Flightradar24,Stockholm,Sweden,"Track air traffic in real time from all around the world! Apps: http://t.co/ongfnAPfLz
FAQ: http://t.co/WfQImBHLYe
Support: http://t.co/ifn4x04sH9",19189,
8159472,UEFAcom,UEFA.com,Bern,Switzerland,http://t.co/jtKr33tmy8 - The official website for European football. Bringing you the latest from across Europe.,19155,
300114634,adidas,adidas,Amsterdam,Netherlands,,19119,
44196397,elonmusk,Elon Musk,Pacific Time (US & Canada),None,"Tesla, SpaceX, SolarCity, PayPal & OpenAI",19101,
38647512,IndianExpress,The Indian Express,New Delhi,India,"The Indian Express brings to you latest news from India and the world, breaking round the clock. The 'Journalism of Courage' starts here.",19094,
30899115,AirFranceUS,Air France US,Eastern Time (US & Canada),None,#FranceisintheAir! At your service 24/7. Stay connected for our latest news. For media inquiries tweet @AFNewsroom (Personal info by DM only),19081,
109275593,ImZaheer,zaheer khan,Hawaii,United States,"Cricketer | Fitness Enthusiast | Owner of ProSport Fitness| Co-Owner of Toss, Dine Fine| Cheese Cake Lover| Playing for DD in IPL8 | Love Mumbai|",19039,
6509832,CNNnews18,News18,New Delhi,India,Latest news alerts from India,19022,
828742454,krungy21,Sandara Park,,None,투애니원의 상큼한보컬 & 신인여배우 2NE1's fresh vocal & Pambansang krungkrung ng Pilipinas & Actress,19014,
57188977,sonunigam,Sonu Nigam,Mumbai,India,#NAME?,19008,
185142711,BCCI,BCCI,Mumbai,India,The Official Twitter Handle of Team India,19006,
24705126,ShashiTharoor,Shashi Tharoor,New Delhi,India,"MP for Thiruvananthapuram. Author of 15 books. Former Minister of State,Govt.of India.  Former UnderSecretaryGeneral,UnitedNations. RTs do not imply endorsement",18992,
122995784,Javedakhtarjadu,Javed Akhtar,Mumbai,India,"A poet, lyricist, scriptwriter, atheist and a die-hard optimist",18990,
1346439824,rajnathsingh,Rajnath Singh,New Delhi,India,"Minister of Home Affairs, Government of India, INDIA",18972,
19230601,SkySports,Sky Sports ,London,United Kingdom,"The official Sky Sports Twitter account. Bringing you the latest sports news, 24-7.",18965,
42420346,agnezmo,AGNEZ MO,Pacific Time (US & Canada),None,DREAM BELIEVE & MAKE IT HAPPEN! Instagram: @agnezmo and @myfitnezdiary Tumblr: https://t.co/Gr7UE5iP2x Facebook: https://t.co/gKjuCm59Q7,18951,
1636590253,tim_cook,Tim Cook,Pacific Time (US & Canada),None,"CEO Apple, Fan of Auburn football and Duke basketball",18938,
621523,BBCBusiness,BBC Business,London,United Kingdom,Business news from the BBC.  This is our official account aimed at a UK audience.  For more global BBC business news please follow @BBCWorldBiz.,18916,
18625669,CalvinHarris,Calvin Harris,London,United Kingdom,Music producer,18903,
789605024,EuropaLeague,UEFA Europa League,Bern,Switzerland,The official home of the UEFA Europa League on Twitter. #UEL,18885,
87984807,BentleyMotors,Bentley Motors,London,United Kingdom,"Welcome to the official Twitter feed for Bentley Motors. The closer you look, the more you see. #BeExtraordinary",18859,
1059194370,kobebryant,Kobe Bryant,Pacific Time (US & Canada),None,CEO Kobe Inc. Publisher. Investor. Producer.,18783,
66334209,LaraDutta,Lara Dutta Bhupathi,Hawaii,United States,"One head, many hats!   Instagram ac - @larabhupathi",18711,
166607010,DeltaNewsHub,Delta News Hub,Eastern Time (US & Canada),None,"Official Twitter newsroom of Delta Air Lines, a resource for people sharing Delta news. Visit @Delta for customer service, tips and promos.",18710,
102382667,NargisFakhri,Nargis,Mumbai,India,Global Citizen,18688,
586671909,vine,Vine,Eastern Time (US & Canada),None,Vine is an entertainment community where things happen fast. Sign up for #beyondtheVine at the link below!,18652,
19562228,rustyrockets,Russell Brand,Hawaii,United States,x2 new gigs announced London and Hayes! tickets are here: https://t.co/kcYt4hkDE0,18580,
174266952,Realtaeyang,TAEYANG,Hawaii,United States,,18555,
40113236,AirlineReporter,Airline Reporter,Pacific Time (US & Canada),None,"Providing engaging news & stories on aviation, travel, & airlines since 2008. Over 30 writers, in 18 cities, on 4 continents. Home of the #AvGeek!",18554,
54149214,flyPAL,Philippine Airlines,Hong Kong,Hong Kong,This is the OFFICIAL twitter site of Philippine Airlines.,18485,
151410216,STPix,Straits Times Photo,Singapore,Singapore,"The Straits Times Photo Desk
See news pictures, photo essays, and multimedia stories produced by our photojournalists at http://t.co/eGknlnhg8t",18473,
2883841,enews,E! News,Pacific Time (US & Canada),None,"Entertainment news from https://t.co/G81dlZzugA—watch weeknights at 7p & 11p for the latest! 
Snapchat: e_news",18463,
288333760,MariaSharapova,Maria Sharapova,,None,https://t.co/NaE11fTYON,18460,
18148907,AviationWeek,Aviation Week,London,United Kingdom,"Insight and analysis from the Aviation Week Network, the largest information provider to the global aviation, aerospace and defense industries since 1916.",18440,
16153562,amnesty,AmnestyInternational,Eastern Time (US & Canada),None,We've been fighting the bad guys since 1961 - you can join us! Official Amnesty International USA profile - RTs≠endorsements.,18409,
413487212,SimonCowell,Simon Cowell,Pacific Time (US & Canada),None,,18380,
21759987,Icelandair,Icelandair,Monrovia,Liberia,"Welcome to the official Twitter of Icelandair. Icelandair is an international airline currently serving 40 gateways in Europe, the USA and Canada.",18238,
92424604,MClarke23,Michael Clarke,Sydney,Australia,,18216,
205437050,YouTubeTrends,YouTube Trends,Quito,Ecuador,,18208,
17940246,tonyfernandes,Tony Fernandes,Kuala Lumpur,Malaysia,"GCEO of AirAsia, Founder of Tune Group, Chairman of QPR , Chairman of Caterham Group.",18194,
409089061,BrettLee_58,Brett Lee,Sydney,Australia,Former Cricketer now commentator,18124,
6844292,TwitterEng,Twitter Engineering,Pacific Time (US & Canada),None,The official account for Twitter Engineering.,18101,
32388036,LondonCityAir,London City Airport,London,United Kingdom,London City Airport – the true gateway to London,18074,
31143957,GEAviation,GE Aviation,Eastern Time (US & Canada),None,"GE Aviation provides jet and turboprop engines, integrated systems and services for commercial, military and business & general aviation aircraft.",18061,
2142731,firefox,Firefox,Pacific Time (US & Canada),None,go forth and internet freely,18056,
115286138,basuki_btp,Ahok Basuki TPurnama,Jakarta,Indonesia,"SMS pengaduan : 0811944728, 081927666999, 085811291966 (sms ke satu nomer saja sesuai kartu yang dipakai agar lebih murah) sekretariat.gubdki@gmail.com",18016,
11856482,NBCNewsTravel,NBC News Travel,Eastern Time (US & Canada),None,"Getting there is half the fun, so the saying goes. Read about top travel news, issues of the day and the joy and hassle of traveling.",18014,
176566242,zaynmalik,zayn,Hawaii,United States,"fuck whoever tells you no ! do you, be proud and love lots ! :) https://t.co/Qzd4N5khhM",18010,
20751449,the_hindu,The Hindu,New Delhi,India,News feeds from India's National Newspaper,18010,
492399548,ZacEfron,Zac Efron,Pacific Time (US & Canada),None,,17838,
9676212,latimestravel,L.A. Times Travel,Pacific Time (US & Canada),None,"@LATimes Travel news and more from Chris Reynolds (@mrcsreynolds), Catharine Hamm (@CatHamm), @AHarnagel (Anne Harnagel) and Brady MacDonald @latimesfunland)",17791,
23613479,KrisJenner,Kris Jenner,Pacific Time (US & Canada),None,"MOM, MANAGER, MOMAGER, LOVER OF LIFE, LOVER OF CHRIST",17780,
47363197,radityadika,raditya dika,Jakarta,Indonesia,"Seorang pencerita dalam berbagai macam medium: buku, film, dan digital. CP: 081285000335 (Wira)",17779,
28535982,KAYAK,KAYAK,Eastern Time (US & Canada),None,"KAYAK is a travel search engine. For support, visit: http://t.co/dITnoI8o4D (staff available Mon- Fri: 8AM GMT-10PM GMT)",17744,
65992743,lindsaylohan,Lindsay Lohan,Pacific Time (US & Canada),None,Artist. Instagram: @lindsaylohan https://t.co/FjAZzhuK6y http://t.co/1Ke6CRkqqP,17711,
87416722,SkyNewsBreak,Sky News Newsdesk,London,United Kingdom,"The latest breaking news, direct from the Sky News team. Tweet @skynews with any questions or queries.",17655,
1527152922,our_sg,Our SG,Singapore,Singapore,"Our Singapore Spirit is kindling. Let us use it as a torch to illuminate the way forward, whilst we turn the page to a new chapter.",17636,
20793816,amazon,Amazon,Pacific Time (US & Canada),None,Official Twitter of http://t.co/4rwjfdidk3.   Contact @AmazonHelp for customer support.,17626,
15639696,IPL,IndianPremierLeague,Mumbai,India,Follow to get exclusive and real-time Indian Premier League news and updates.,17619,
15291335,ParamountPics,Paramount Pictures,Pacific Time (US & Canada),None,Welcome to the Official Twitter Page for Paramount Pictures.,17619,
92945681,harbhajan_singh,Harbhajan Turbanator,New Delhi,India,"Proud father to a princess, Indian Cricketer. 
Facebook: https://t.co/t7La7Gcge7
Instagram: https://t.co/FfW5XFD3k8",17591,
14824849,SteveMartinToGo,Steve Martin,,None,"My new comedy play, Meteor Shower, is soon to open at the Long Wharf Theatre in Connecticut.",17579,
63253045,MonsterEnergy,Monster Energy,Pacific Time (US & Canada),None,"#UnleashTheBeast https://t.co/qgChRebwPI https://t.co/ul5xeAYPNW 
https://t.co/8TIgfASmRx
https://t.co/onacwQzm8B",17522,
20177423,ELLEmagazine,ELLE Magazine (US),Central Time (US & Canada),None,ELLE-o. It's me.,17502,
109241992,SunidhiChauhan5,Sunidhi Chauhan,Hawaii,United States,"Singer, performer",17475,
33494125,mtvasia,MTV Asia,Singapore,Singapore,Official MTV Asia Twitter Site,17452,
152251488,dhanushkraja,Dhanush,,None,Actor,17441,
20646711,UNESCO,UNESCO,Paris,France,Building peace where it starts - in the minds of men & women. Follow our Director-General @IrinaBokova,17437,
168606635,DaleSteyn62,Dale Steyn,Greenland,Greenland,Terrible guitar player...,17434,
230140702,iam_juhi,Juhi Chawla,Hawaii,United States,"Actress, Mother, Entrepreneur, Activist, budding Organic Farmer, Environmentalist, Yoga enthusiast.... aur abhi  picture Baaki Hai ..... ",17431,
317373303,Maserati_HQ,Maserati,Rome,Italy,"Elegance, style, sportiness and performance with a long and glorious heritage. #Maserati, a tradition of innovation.
https://t.co/4y3AGiONQE",17377,
53556894,MaheshNBhatt,Mahesh Bhatt,Mumbai,India,"Film Maker, Author, Nomad with no destination. I don't have any thoughts which I can call my own--not one thought, not one word, not one experience.",17367,
