"screen_name","name","description","category","X","count"
"thenewpaper","The New Paper","Local. Vocal. Social. Also check out @TNPSports and @TNP__M","news",NA,65398
"leehsienloong","Lee Hsien Loong","Prime Minister of Singapore, and leader of @PAPSingapore. This account is maintained by the Prime Minister's Office. Tweets by Mr Lee are signed LHL.","person",NA,78097
"Arsenal","Arsenal FC","The official club website brings you all the latest #Arsenal news, views and ticket information from Emirates Stadium

Follow:
@OfficialAFC_ID
@OfficialAFC_ES","sports",NA,24378
"business","Bloomberg","The first word in business news.","news",NA,35132
"HawaiianAir","Hawaiian Airlines","Your source for Hawaiian Airlines news, tips, & updates. For customer issues, please contact us at: https://t.co/ZsM44LNYPV","travel",NA,20840
"aliciakeys","Alicia Keys","Passionate about my work, in love with my family and dedicated to spreading light. It's contagious! ;-) https://t.co/vZcUuNOKcz","person",NA,27351
"KDTrey5","Kevin Durant","IM ME, I DO ME, AND I CHILL","person",NA,24231
"cntraveller","Conde Nast Traveller","Travel inspiration from the editors of Conde Nast Traveller UK","travel",NA,19844
"NatGeoTravel","NatGeoTravel","Your guide to traveling with passion and purpose","travel",NA,41544
"htTweets","Hindustan Times","One of India's largest media companies. Latest news from around the world. Retweets are not endorsements.","news",NA,22186
"ndtv","NDTV","Breaking news alerts from India","news",NA,29577
"cathaypacificUS","Cathay Pacific US","Greetings! This Twitter page is managed by Nancy in San Francisco, M-F, 9am-5pm.","",NA,25299
"STcom","The Straits Times","Breaking news from the online site of Singapore's most widely read newspaper","news",NA,96426
"stompsingapore","Stomp Singapore","Award-winning Stomp is Asia's leading citizen journalism website with user-generated material fuelling its success. @stompsingapore on Instagram","news",NA,59788
"SingaporePolice","SingaporePoliceForce","Welcome to Singapore Police Force's official Twitter account. Pls do NOT report crimes here. Call 999 instead. To provide info, pls call 18002550000. Thank you.","other",NA,53724
"ChannelNewsAsia","Channel NewsAsia","The official space of Channel NewsAsia - the source of breaking news from Asia & the world. We want to hear from you. Comments and news tips are welcome.","news",NA,93862
"IndianExpress","The Indian Express","The Indian Express brings to you latest news from India and the world, breaking round the clock. The 'Journalism of Courage' starts here.","news",NA,19094
"easyJet","easyJet","Connecting people across Europe & passionate about making travel easy & affordable. 8:00-8:00pm GMT Mon-Sun. For customer services visit
https://t.co/hOTXBHTSHz","travel",NA,40633
"gmail","Gmail","News, tips and tricks from the Gmail team. Need help? Fly on over to our Help Center or forum.","brand",NA,36458
"airliners_net","Airliners.net","The Best Aviation Photos, Largest Online Aviation Community, Airplane Information and Aviation News!","travel",NA,19463
"AirlineReporter","Airline Reporter","Providing engaging news & stories on aviation, travel, & airlines since 2008. Over 30 writers, in 18 cities, on 4 continents. Home of the #AvGeek!","travel",NA,18554
"AirFranceFR","Air France FR","#FranceisintheAir ! @AirFranceFR vous delivre ici ses dernieres offres et est à votre service 24/7. (Donnees perso uniquement en DM)","airline",NA,19789
"TODAYonline","TODAY","Get the latest local and international news from TODAYonline, Singapore's most popular compact newspaper. Also on iOS and Android: https://t.co/hAu0nhk4YE","news",NA,84966
"agnezmo","AGNEZ MO","DREAM BELIEVE & MAKE IT HAPPEN! Instagram: @agnezmo and @myfitnezdiary Tumblr: https://t.co/Gr7UE5iP2x Facebook: https://t.co/gKjuCm59Q7","person",NA,18951
"TheRealRyanHiga","Ryan Higa","That asian on youtube #higaholics New #TEEHEE app here: iPhone: http://t.co/YJn1KuC9bQ Android: http://t.co/0LokdFMnO6","person",NA,34102
"LouisVuitton","Louis Vuitton","The official Twitter page for Louis Vuitton Worldwide. Contact client services at @LVServices for customer assistance and personalised advice.","brand",NA,31437
"elonmusk","Elon Musk","Tesla, SpaceX, SolarCity, PayPal & OpenAI","person",NA,19101
"HHShkMohd","HH Sheikh Mohammed","Official Tweets by His Highness Sheikh Mohammed bin Rashid Al Maktoum","person",NA,20297
"shakira","Shakira","#LaBicicleta @CarlosVives & Shakira. iTunes: https://t.co/soIQTtdbP9  https://t.co/oEZtqqavxC","person",NA,37653
"chetan_bhagat","Chetan Bhagat","The CB family!","person",NA,25760
"GoogleTravel","Google Travel Team","Google's Travel Team (Official): Here to provide the latest industry news & data","travel",NA,21656
"Lufthansa_USA","Lufthansa USA","Welcome to the official Lufthansa account for the US! https://t.co/bgi9PfSMN3 Request a response: https://t.co/fmhf6rQuR8","airline",NA,39319
"henrygayle","Chris Gayle","Universe-Boss / 'Chris d Lion'","person",NA,21945
"EtihadAirways","Etihad Airways","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline",NA,147133
"radityadika","raditya dika","Seorang pencerita dalam berbagai macam medium: buku, film, dan digital. CP: 081285000335 (Wira)","",NA,17779
"Burberry","Burberry","Shop the show: https://t.co/1F5QFB7Bjc","brand",NA,26484
"RobertDowneyJr","Robert Downey Jr","You know who I am.","person",NA,21918
"iamwill","i.am+","#WHEREStheLOVE August 31st.","person",NA,20510
"tomhanks","Tom Hanks","I'm that actor in some of the movies you liked and some you didn't. Sometimes I'm in pretty good shape, other times I'm not. Hey, you gotta live, you know?","person",NA,30220
"BillGates","Bill Gates","Sharing things I'm learning through my foundation work and other interests...","person",NA,95854
"AP","The Associated Press","News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: http://t.co/BibaTN49vB","news",NA,54171
"sonamakapoor","Sonam Kapoor","a female actor who lives to eat and read in that order.

https://t.co/0xFnHBrZbs","person",NA,33689
"JimCarrey","Jim Carrey","Actor Jim Carrey!","person",NA,21172
"MaheshNBhatt","Mahesh Bhatt","Film Maker, Author, Nomad with no destination. I don't have any thoughts which I can call my own--not one thought, not one word, not one experience.","person",NA,17367
"flyPAL","Philippine Airlines","This is the OFFICIAL twitter site of Philippine Airlines.","airline",NA,18485
"MercedesBenz","Mercedes-Benz","Welcome to Mercedes-Benz - stay informed and follow us. For technical assistance please contact your local dealer. Provider: https://t.co/dIo7vVvhBh","brand",NA,26649
"TigerairSG","TigerairSG","The official Twitter page of Tigerair Singapore","airline",NA,21736
"AnushkaSharma","Anushka Sharma","","person",NA,31175
"AirCanada","Air Canada","News & more. For fare discounts & special offers follow @ACFlightOffers. | Nouvelles et plus. Pour nos offres speciales suivez @ACFlightOffers.","airline",NA,54618
"sardesairajdeep","Rajdeep Sardesai","father first.Journalist, anchor, author: 2014: The Election That Changed India. mail: rajdeepsardesai52@gmail.com. blog at https://t.co/L2nINGl0kb","person",NA,21184
"KLM","Royal Dutch Airlines","Official global account of KLM. While we keep you updated, we're at your service in 12 languages. Share personal details only in private messages!","airline",NA,103517
"googlechrome","Google Chrome","The official Twitter account for the Google Chrome browser, OS, Chromebooks, Chromecast, and Web Store","brand",NA,39342
"shahidkapoor","Shahid Kapoor","Actor, Dreamer, Lover, Believer .","person",NA,31492
"govsingapore","Singapore Government","Gov.sg - the official Twitter account of the Singapore government. Your first stop for the very latest policy announcements, information and news on Singapore.","other",NA,63262
"Porsche","Porsche","The official Twitter handle of Porsche Cars North America. Our Customer Care team is here to help. Tweet #PorscheCares or call 1-800-PORSCHE for assistance.","brand",NA,24093
"NaomiNeo_","Naomi Neo","I've nothing to say, cos you'd judge me anyway. Hate me? Block me. 

Contact business@naomineo.com

https://t.co/7mI9vCCdps","person",NA,56936
"sonunigam","Sonu Nigam","","person",NA,19008
"Metro_TV","METRO TV","The Official Twitter Page of METRO TV | METROTVNEWS com","news",NA,20488
"karanjohar","Karan Johar","Filmmaker....","person",NA,33717
"Riteishd","Riteish Deshmukh","Life is a Drawing Board, Sharpen your pencil, dont forget the eraser.","",NA,24111
"NEAsg","NEA","NEA is the leading public organisation responsible for improving & sustaining a clean & green environment in Singapore. Contact us @ http://t.co/yZ9jceBqoo","other",NA,66758
"PAPSingapore","PAP Singapore","Published by and at the direction of the People's Action Party, 57B New Upper Changi Road, #01-1402, Singapore 463057

Instagram: @papsingapore","other",NA,25118
"KAKA","Kaka","https://t.co/6tgzPaNfFt","person",NA,26274
"BoyThunder987","Gerald Koh","#TheBroCode987 Weekdays 4 - 8pm @987FM geraldkoh@mediacorp.com.sg Snapchat : Geraldkoh987 Instagram: Geraldkoh987","person",NA,21448
"MonsterEnergy","Monster Energy","#UnleashTheBeast https://t.co/qgChRebwPI https://t.co/ul5xeAYPNW 
https://t.co/8TIgfASmRx
https://t.co/onacwQzm8B","",NA,17522
"RT_com","RT","RT, the global news network, broadcasts from Moscow, London and Washington studios to over 100 countries.","news",NA,21653
"ChangiAirport","Changi Airport","The official #ChangiAirport Twitter account for the latest news, events & deals. You may also follow @ChangiAirport on Facebook, Instagram, YouTube & LinkedIn.","airport",NA,22508
"ajaydevgn","Ajay Devgn","strong beliefs win strong men, and then make them stronger. @ShivaayTheFilm","person",NA,25410
"lindsaylohan","Lindsay Lohan","Artist. Instagram: @lindsaylohan https://t.co/FjAZzhd8HY","person",NA,17711
"LaraDutta","Lara Dutta Bhupathi","One head, many hats!   Instagram ac - @larabhupathi","person",NA,18711
"BW","Businessweek","The official Twitter of Bloomberg Businessweek. Covering the business world like no one else.","channel",NA,20721
"toshrock","Tosh Zhang","I'm thankful just to be alive cos everyday's a gift. https://t.co/jK1VqdRh5W For business enquiries: toshroc@gmail.com","person",NA,52739
"ThoughtCatalog","Thought Catalog","All thinking is relevant.","channel",NA,21251
"LTAsg","LTA","Latest transport happenings & lifestyle updates. 

For traffic news, follow @LTATrafficNews. Check out our FB (https://t.co/Ucwpk8rJWH) & IG (@LTAsg) for more!","other",NA,64183
"RanveerOfficial","Ranveer Singh","Living the dream.......","person",NA,22758
"thekiranbedi","Kiran Bedi","LtGov.Puducherry,IPS (retd),Magsaysay Awardee,former UN Police Advisor,Asian Tennis Champ,Law,PhD-IIT,Nehru Fellow,Author,Voted Most Trusted,Admired Woman,2NGOs","person",NA,26650
"F1","Formula 1","The Official Formula 1� Twitter Account","other",NA,19518
"detikcom","detikcom","Official Twitter of http://t.co/oOBkZ1EQMA. redaksi@detik.com | promosi@detik.com | 
Android: http://t.co/uBAYnisH9r
iPhone: http://t.co/36uDqdyxKN","news",NA,24034
"UNHumanRights","UN Human Rights","The United Nations #HumanRights office is led by High Commissioner #Zeid","other",NA,21688
"imVkohli","Virat Kohli","The Official twitter account of Virat Kohli, Indian cricketer,gamer,car lover,loves soccer and an enthusiast","person",NA,34765
"Versace","Versace","Founded by Gianni Versace in 1978, Versace is one of the world's leading international fashion brands and is a symbol of Italian style worldwide.","brand",NA,20193
"Jetstar_Asia","Jetstar Asia","Low fares are just part of the story","airline",NA,39642
"AvrilLavigne","Avril Lavigne","Get 'Avril Lavigne' on iTunes now: https://t.co/m8yd5aoLeN","person",NA,27068
"Microsoft","Microsoft","The official Twitter page for Microsoft consumer products and your source for major announcements and events.","brand",NA,49164
"AppleMusic","Apple Music","All the ways you love music. All in one place.","brand",NA,27073
"AppStore","App Store","","brand",NA,25701
"AnupamPkher","Anupam Kher","Actor/Teacher/Author/Motivational Speaker/@UN_Women Champion of Gender Equality @HeForShe","person",NA,29762
"OMGFacts","OMG Facts","#TheMoreYouKnow","channel",NA,20110
"armani","Armani","https://t.co/DPsTDtdQXH","brand",NA,21771
"USAirways","US Airways","","airline",NA,34104
"Citilink","Citilink Indonesia","Welcome to the official Citilink Indonesia Twitter account! For more information & flight info, please call 08041080808 (24 Hours) / info@citilink.co.id","airline",NA,20417
"bhogleharsha","Harsha Bhogle","Blessed. Enjoy till it lasts.   https://t.co/AliHlEWvlX","person",NA,19782
"rihanna","Rihanna","Get #ANTI now: https://t.co/WH1Yy1ELJB","person",NA,73459
"Citi","Citi","Serving as a trusted partner to our clients by responsibly providing financial services that enable growth & economic progress. Customer service: @AskCiti","brand",NA,23803
"Asli_Jacqueline","Jacqueline Fernandez","Actress","person",NA,25974
"Louis_Tomlinson","Louis Tomlinson","1/4 of One Direction :) We would be nowhere without our incredible fans, we owe it all to you.","",NA,19265
"thesushmitasen","sushmita sen","I AM","person",NA,22416
"edsheeran","Ed Sheeran","x","person",NA,21703
"JLo","Jennifer Lopez","New Single #LoveMakeTheWorldGoRound out Now! #ShadesOfBlue On NBC, https://t.co/Vr9yBT9OHp","person",NA,51125
"dolcegabbana","Dolce & Gabbana","","brand",NA,22655
"ShaneWarne","Shane Warne","A proud father to 3 wonderful teenagers. Played cricket. Now cricket commentary. Cricket All Stars owner. Poker player & lover of 80's music. Single/Australian","person",NA,22632
"juniorbachchan","Abhishek Bachchan","Actor, sports fan.... Yup, that's about it.","person",NA,34271
"MirzaSania","Sania Mirza","Dreamer.Believer.Doer. Even against all odds./ @UN_Women Goodwill Ambassador for South Asia","person",NA,23897
"SkyNewsBreak","Sky News Newsdesk","The latest breaking news, direct from the Sky News team. Tweet @skynews with any questions or queries.","news",NA,17655
"guardian","The Guardian","Top stories, special features, live blogs and more","news",NA,46790
"BentleyMotors","Bentley Motors","Welcome to the official Twitter feed for Bentley Motors. The closer you look, the more you see. #BeExtraordinary","brand",NA,18859
"aamir_khan","Aamir Khan","Actor.","person",NA,45832
"ActuallyNPH","Neil Patrick Harris","I dig variety acts, Pixar, puppets, prestidigitation, immersive theatre, game shows, theme parks, my family and great meals. Not necessarily in that order.","person",NA,39166
"andresiniesta8","Andres Iniesta","FC Barcelona player. 
Born in Fuentealbilla 11 May 1984","person",NA,19365
"HungryGoWhere","HungryGoWhere","First stop for the Hungry. Singapore's best food & restaurants, promos & latest reviews - by the community, for the community. We help each other w/ what to eat","brand",NA,26308
"Forbes","Forbes","Official Twitter account of http://t.co/iVGiXAHX, homepage for the world's business leaders.","channel",NA,56368
"speishi","Peishi Soh"," Instagram: @speishi �� https://t.co/bJzgoclHvz �� Email me at speishi@hotmail.com","person",NA,31529
"jessicaalba","Jessica Alba","Mom of 2, Founder of The Honest Company, amateur chef, terrible speller, loyal friend, hilarious at times... I play make believe for a living","person",NA,22332
"MClarke23","Michael Clarke","","",NA,18216
"virendersehwag","Virender Sehwag","Indian Cricketer. For Endorsements, Events , Social Media Campaigns call Amritanshu +91 9873690935 ,For Sehwag International School call +91 9711188700","person",NA,24294
"geneliad","Genelia Deshmukh","","person",NA,21491
"harbhajan_singh","Harbhajan Turbanator","Proud father to a princess, Indian Cricketer. 
Facebook: https://t.co/t7La7Gcge7
Instagram: https://t.co/FfW5XFD3k8","person",NA,17591
"sonakshisinha","Sonakshi Sinha","Shotgun Junior! Instagram: aslisona, Snapchat: aslisonasnap","person",NA,31196
"UberFacts","UberFacts","The most unimportant things you'll never need to know.","channel",NA,33201
"FCBarcelona","FC Barcelona","More official accounts @fcbarcelona_cat @fcbarcelona_es @fcbarcelona_br @fcbarcelona_jp @fcbarcelona_id, @fcbarcelona_ara @fcbarcelona_fra @fcbarcelona_tr","sports",NA,26397
"FarOutAkhtar","Farhan Akhtar","Writer. Director. Actor. Singer/Songwriter. Founder- @MardOfficial Initiative | @UN_Women Goodwill Ambassador(South Asia)","person",NA,31844
"BrunoMars","Bruno Mars","","person",NA,30602
"iamsrk","Shah Rukh Khan","","person",NA,49833
"deepikapadukone","Deepika Padukone","Live,Love,Laugh... https://t.co/W632g3qOKi","person",NA,42782
"Alitalia","Alitalia","Welcome to the official AlitaliaTwitter account! Follow us for latest news and events!","travel",NA,26968
"astonmartin","Aston Martin","The only official Twitter account of Aston Martin Lagonda. Tweets of Power, Beauty and Soul. #astonmartin","brand",NA,20331
"NargisFakhri","Nargis","Global Citizen","person",NA,18688
"NiallOfficial","Niall Horan","Listen to my debut single 'This Town' here: https://t.co/xOVnVyUXcK","person",NA,21399
"airfrance","Air France","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline",NA,71612
"DubaiAirports","Dubai Airports","Dubai Airports owns and manages the operation of Dubai International (DXB) and Dubai World Central (DWC). تابعوا صفحتنا باللغة العربية @DubaiAirportsAr","airport",NA,20130
"bipsluvurself","Bipasha Basu","An Actor & fitness enthusiast who believes in the philosophy of ''Love Yourself... Watch this space for the real me.","person",NA,25658
"SkySportsNewsHQ","Sky Sports News HQ","The official Twitter account for Sky Sports News HQ. Your home of sports news.","sports",NA,19516
"rampalarjun","arjun rampal","To touch is to heal. To hurt is to steal. Let's heal.","person",NA,21661
"SunidhiChauhan5","Sunidhi Chauhan","Singer, performer","person",NA,17475
"ImZaheer","zaheer khan","Cricketer | Fitness Enthusiast | Owner of ProSport Fitness| Co-Owner of Toss, Dine Fine| Cheese Cake Lover| Playing for DD in IPL8 | Love Mumbai|","person",NA,19039
"kimberly_chia","Kimberly Chia","A blessed girl having the time of her life. Learning to appreciate everything that is life.  kimberlychia.sg","person",NA,31706
"bomanirani","Boman Irani","work in progress","person",NA,23052
"AirAsiaId","AirAsia Indonesia","Maskapai penerbangan berbiaya hemat dan inovatif. 
untuk segala pertanyaan/complaint silakan langsung mention @askairasia","airline",NA,35158
"iHrithik","Hrithik Roshan","Man on mission- to live the best life possible come what may.","person",NA,40524
"SoSingaporean","So Singaporean","Follow to discover everything so unique and #sosingaporean! For any enquiries and adverts kindly contact me at: sosingaporean.twitter@gmail.com","person",NA,69898
"ThaiAirways","Thai Airways","Welcome aboard to official Twitter account of Thai Airways International","airline",NA,20042
"basuki_btp","Ahok Basuki TPurnama","SMS pengaduan : 0811944728, 081927666999, 085811291966 (sms ke satu nomer saja sesuai kartu yang dipakai agar lebih murah) sekretariat.gubdki@gmail.com","person",NA,18016
"TheShilpaShetty","SHILPA SHETTY KUNDRA","Full time Mother & Wife,part time Actor, Author of @greatindiandiet ,Yoga enthusiast Entrepreneur ,Founder of @Iosis Spa&Salons, @viaanmobiles & @SSFCare my NGO","person",NA,24222
"ConanOBrien","Conan O'Brien","The voice of the people. Sorry, people.","person",NA,38537
"YahooSG","Yahoo Singapore","Yahoo Singapore's official Twitter account. For bite-sized news and thoughts from S'pore and the world. https://t.co/8THI4Qh1GQ | http://t.co/g43c7Fwh4F","news",NA,74700
"LilTunechi","Lil Wayne WEEZY F","IM YOUNG MONEY http://t.co/wMwkyzCu","person",NA,31644
"NatGeoPhotos","Nat Geo Photography","All things photography from National Geographic. Like us on Facebook: https://t.co/17NiJ0092Z","",NA,26891
"_austrian","Austrian Airlines","Official Austrian Airlines twitter Channel - the charming way to fly! For compliments and complaints, please refer to https://t.co/ODtoNtlX4z.","airline",NA,28848
"ImRaina","Suresh Raina","Cricket is my Passion, Fans are my Strength and Family is my Support","person",NA,25088
"ImRo45","Rohit Sharma","","person",NA,20216
"Javedakhtarjadu","Javed Akhtar","A poet, lyricist, scriptwriter, atheist and a die-hard optimist","person",NA,18990
"lufthansa","Lufthansa","Welcome to the official twitter channel (international) of Deutsche Lufthansa AG!","airline",NA,96488
"TheVijayMallya","Vijay Mallya","Former Member of Parliament, India, Chairman, The UB Group, Co-owner & Team Principal Sahara Force India Formula 1","person",NA,24588
"smritiirani","Smriti Z Irani","Union Cabinet Minister of Textiles, Government of India. Member of Parliament, Rajya Sabha representing the state of Gujarat.","person",NA,21894
"twittermedia","Twitter Media","Discover the best content on Twitter, across news, sports, entertainment, politics, music, and lifestyle.","channel",NA,21483
"donghae861015","Super Junior 이동해","SJ","person",NA,26666
"BeingSalmanKhan","Salman Khan","Film actor, artist, painter, humanitarian","person",NA,44534
"LeoDiCaprio","Leonardo DiCaprio","Actor and Environmentalist","person",NA,41579
"flightradar24","Flightradar24","Track air traffic in real time from all around the world! Apps: http://t.co/ongfnAPfLz
FAQ: http://t.co/WfQImBHLYe
Support: http://t.co/ifn4x04sH9","travel",NA,19189
"timesofindia","Times of India","News. Views. Analyses. Conversations. India's No.1 digital news destination, world's largest-selling English newspaper.","news",NA,32040
"sachin_rt","sachin tendulkar","Proud Indian","person",NA,34043
"voguemagazine","Vogue Magazine","The official twitter page of Vogue Magazine.","channel",NA,31364
"FIFAWorldCup","FIFA World Cup","Updates for Russia 2018 provided by the Official Site of the FIFA World Cup","sports",NA,23946
"ABdeVilliers17","AB de Villiers","Professional Cricket player
Proudly South African","person",NA,22055
"FIFAcom","FIFA.com","Bringing you interviews, features and news on FIFA and our 211 Member Associations. https://t.co/Qgt2IiVKey","sports",NA,32724
"SrBachchan","Amitabh Bachchan","Actor ... well at least some are STILL saying so !!","person",NA,48955
"STPix","Straits Times Photo","The Straits Times Photo Desk See news pictures, photo essays, and multimedia stories produced by our photojournalists at http://t.co/eGknlnhg8t","news",NA,18473
"dhanushkraja","Dhanush","Actor","person",NA,17441
"mangeshkarlata","Lata Mangeshkar","playback singer since 1942. https://t.co/8BRJP3bvMX","person",NA,20448
"IndonesiaGaruda","Garuda Indonesia","The Airline Of Indonesia | 24 hours Call Center 08041807807, +622123519999 | sosialmedia@garuda-indonesia.com |Facebook https://t.co/c2c2QMoNGf","airline",NA,34651
"Cristiano","Cristiano Ronaldo","This Privacy Policy addresses the collection and use of personal information - https://t.co/Jp6yh1T58c","person",NA,55359
"rioferdy5","Rio Ferdinand","Official Twitter account of Rio Ferdinand / Media Enquiries - info@neweraglobalsports.com / https://t.co/9hI5ihb0LY / SC - rioferdyfive","person",NA,19746
"KendallJenner","Kendall","Model - The Society Management // Elite Paris // Elite London // Elite Milan","person",NA,36951
"LiamPayne","Liam","the luckiest man in the world","person",NA,19625
"neymarjr","Neymar Jr","Filho de Deus, Pai, Feliz e Ousado !","person",NA,27243
"DeltaNewsHub","Delta News Hub","Official Twitter newsroom of Delta Air Lines, a resource for people sharing Delta news. Visit @Delta for customer service, tips and promos.","airline",NA,18710
"EmWatson","Emma Watson","Actor & @UN_Women Global Goodwill Ambassador.                                Facebook: EmmaWatson Instagram: EmmaWatson Goodreads: OurSharedShelf","person",NA,46490
"DaleSteyn62","Dale Steyn","Terrible guitar player...","person",NA,17434
"kanyewest","KANYE WEST","","person",NA,33847
"KP24","KP","","person",NA,20557
"BBC_Travel","BBC Travel","Discover new cultures. Embark on new adventures. Celebrate. Explore. Engage. BBC Travel: Inspiring you to fall in love with the world.","travel",NA,33228
"Realtaeyang","TAEYANG","","person",NA,18555
"zaynmalik","zayn","fuck whoever tells you no ! do you, be proud and love lots ! :) https://t.co/Qzd4N5khhM","person",NA,18010
"ICC","ICC","The official twitter account of the International Cricket Council, world cricket's governing body #CT17 Starts June 1st 2017","other",NA,23161
"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,55920
"Harry_Styles","Harry Styles.","Raconteur.  https://t.co/gtTGAbq5KP","person",NA,26253
"aliaa08","Alia Bhatt","Beautifully chaotic :)","person",NA,32833
"XabiAlonso","Xabi Alonso","Cuenta oficial de Xabi Alonso","",NA,19676
"Adele","Adele","https://t.co/5Vf55N5xFe","person",NA,38452
"BCCI","BCCI","The Official Twitter Handle of Team India","sports",NA,19006
"victoriabeckham","Victoria Beckham","The Official Twitter page for Victoria Beckham","person",NA,26112
"TheFarahKhan","Farah Khan","Film Director, Choreographer, Producer, now Actress & proud Mother of Triplets.","person",NA,22477
"YouTubeTrends","YouTube Trends","","other",NA,18208
"onedirection","One Direction","1D's album Made in the A.M. is OUT NOW: https://t.co/gtTGAb8uTh |","person",NA,31784
"LewisHamilton","Lewis Hamilton","H.A.M til the day I die!! #TeamLH Snapchat: lewishamilton https://t.co/Q4FiC7dSrt
https://t.co/A341DuifUN https://t.co/DYC80EzVtG","person",NA,19872
"Qantas","Qantas","The official Qantas Twitter page to share information & get feedback. We're online 24 hours a day, 7 days a week.","airline",NA,107851
"SushmaSwaraj","Sushma Swaraj","Minister of External affairs","person",NA,23050
"3gerardpique","Gerard Pique","FCBarcelona | Football Player","person",NA,19931
"redbullracing","Red Bull Racing","#GivesYouWings #PushTheBoundaries","brand",NA,19945
"iam_juhi","Juhi Chawla","Actress, Mother, Entrepreneur, Activist, budding Organic Farmer, Environmentalist, Yoga enthusiast.... aur abhi  picture Baaki Hai ..... ","news",NA,17431
"Zongino","Zongino","OUT OF THIS WORLD FUN","",NA,28298
"Persie_Official","Robin van Persie","@Fenerbahce","",NA,22123
"KylieJenner","Kylie Jenner","https://t.co/xpTyiQavPr https://t.co/ExGKy1KFmO","person",NA,34903
"thejianhaotan","JianHao F� Tan","To catch me, you gotta be fast. To find me, you gotta be smart. To be me... lol, you gotta be kidding. https://t.co/jivUlIUvfu","person",NA,27706
"TimesNow","TIMES NOW","Times Now is India's most watched English news channel. Follow us for breaking news & updates.","news",NA,24189
"GooglePlay","Google Play","We're exploring the world's greatest stories through movies, TV, music, games, apps, books and so much more. Up for new adventures and discoveries? Let's play.","brand",NA,38637
"TheRock","Dwayne Johnson","Chivalrous gentleman.","person",NA,20364
"DjokerNole","Novak Djokovic","Laugh as long as you breathe, love as long as you live!","person",NA,24162
"united","United","Conversations with you here are 140 characters-friendly. Tweet us any time. For a formal response visit https://t.co/cpgjUnDsve.","airline",NA,82444
"imMichelleChong","Michelle Chong","Are you ready for LULU THE MOVIE?! https://t.co/neIGgEt1Bb","person",NA,20834
"BBCSport","BBC Sport","Official https://t.co/XsBH2P4slh account. Also from @bbc - @bbcmotd @bbcf1 @bbctms @bbctennis @bbcrugbyunion & @bbcgetinspired","sports",NA,32092
"MileyCyrus","Miley Ray Cyrus","Miley Cyrus & Her Dead Petz out now fo freeeeeee mothaaaa fuckazzz!","person",NA,36431
"xtina","Christina Aguilera","","person",NA,28561
"RNTata2000","Ratan N. Tata","Former Chairman of Tata Group. Personal interests : - aviation, automobiles, scuba diving and architectural design.","person",NA,28908
"WayneRooney","Wayne Rooney","@NikeUK athlete https://t.co/3yp07llC6E @triplessports","person",NA,31385
"MariaSharapova","Maria Sharapova","https://t.co/NaE11fCnqd","person",NA,18460
"SamsungMobile","Samsung Mobile","[Statement] Samsung Urges Galaxy Note7 Users to Immediately Participate in The Replacement Program https://t.co/qyBpeBPd64","brand",NA,60908
"adidas","adidas","","sports",NA,19119
"TwitterSports","Twitter Sports","Official Account run by the Global Sports Team @Twitter.","sports",NA,22648
"PDChina","People's Daily,China","The largest newspaper group in China; Timely updates 
https://t.co/GjIOtXvfA2 https://t.co/nCvfm8gTgr","news",NA,23307
"SMRT_Singapore","SMRT Corporation","Official Twitter channel for SMRT. Offers information and real-time train service updates. For feedback, drop a line to http://t.co/G2rbdPLYAu","other",NA,68858
"ShraddhaKapoor","Shraddha Kapoor","Living the dream!","person",NA,24373
"Maserati_HQ","Maserati","Elegance, style, sportiness and performance with a long and glorious heritage. #Maserati, a tradition of innovation. https://t.co/4y3AGiONQE","brand",NA,17377
"Lamborghini","Lamborghini","Visionary | Cutting Edge | Pure Super Sports Car Maker. #Lamborghini","brand",NA,23978
"CHANEL","CHANEL","'CHANEL is above all a style. Fashion passes, style remains.' Gabrielle Chanel","brand",NA,29295
"Pharrell","Pharrell Williams","@i_am_OTHER","person",NA,19408
"premierleague","Premier League","Official Twitter account of the Premier League. The official Premier League app is now LIVE and FREE to download https://t.co/2wlDwf7gu1","sports",NA,57033
"RafaelNadal","Rafa Nadal","Tennis player.","person",NA,26457
"Dior","Dior","","brand",NA,29290
"Jaguar","Jaguar","Official Jaguar worldwide Twitter account for news, videos and photos from Jaguar cars, home to #FTYPE, #XE, #XF, #XJ and #FPACE.","brand",NA,19485
"WhatTheFFacts","What The F*** Facts","All (& only) things that make you say WTF. Official Account of What The F*** Facts.","channel",NA,39570
"hmsingapore","H&M Singapore","Fashion and quality at the best price.","brand",NA,26743
"Varun_dvn","Varun dhawan","artist, the voice of the voiceless","person",NA,19855
"jokowi","Joko Widodo","Akun resmi Joko Widodo, Presiden Republik Indonesia","person",NA,19330
"TwitterMusic","Twitter Music","Music related Tweets from around the world.","brand",NA,23421
"3M","3M","Here, we innovate with purpose & use #science every day to create real impact in every life around the world. #Lifewith3M","brand",NA,22778
"Android","Android","News, tips, and tricks direct from the Android team.","brand",NA,50602
