"screen_name","name","description","category","X","count"
"RobertAlai","Robert ALAI","Peace is not lack of violence. Justice is a much better foundation for peace. Demand justice to build PEACE | +254 708677607 | alai@techmtaa.com","person",NA,1
"Elysee","Elysee","Bienvenue sur le compte officiel de la Presidence de la Republique francaise et du Palais de l'Elysee. Interactions sur @Elysee_Com #DirectPR","other",NA,1
"lancearmstrong","Lance Armstrong","Love the suffer-fest.","person",NA,1
"DailyHadith","Daily Hadith","لا إله إلا الله محمد رسول الله Daily Quran and Hadith. A Hadith a day keeps Shaitan away.","other",NA,1
"tv2breaking","TV 2 Breaking | LIVE","Breaking news og LIVE-opdateringer fra tv2.dk's nyhedsredaktion. Tip os pa 1234@tv2.dk | Facebook: http://t.co/B9fmx6p5wm | Instagram: tv2nyhederne","news",NA,1
"DwightHoward","Dwight Howard","Be Gr8. Walk in Gr8ness.","person",NA,1
"hamishandandy","Hamish & Andy","Driving you home, 4pm weekdays!","person",NA,1
"muslimvoices","Muslim Voices","Project of @IUBloomington promoting dialogue and understanding between Muslims and Non-Muslims. Tweets from @rompenni.","",NA,1
"Inc","Inc.","Everything you need to know to start and grow your business now.","",NA,1
"gucci","gucci","Founded in Florence in 1921, Gucci is one of the world's leading luxury brands. Snapchat: gucci","brand",NA,1
"benjaminryan","Ben Ryan","The things we know best are the things we were never taught. Recent coach of Fiji 7s - double world champions & Olympic Games Gold.Brand Ambassador @fijiairways","person",NA,1
"AirFranceUK","Air France UK","#FranceisintheAir! At your service 24/7. Stay connected for our latest news. (Personal info by DM only)","travel",NA,1
"blickamabend","Blick am Abend","Was bei uns im Netz, im Blatt und zwischen den Zeilen passiert. Mehr News bei @BLICKch","news",NA,1
"steveaoki","Steve Aoki","Dim Mak Collection Available Worldwide https://t.co/kGXkzAzAh9","person",NA,1
"hvg_hu","hvg.hu","Ami mellett nem erdemes elmenni. Gyorshirek, a nap fontosabb tortenesei, sajat ertesulesek, Nagyitas galeriak a hvg.hu-tol.","news",NA,1
"SICNoticias","SIC Noticias","Canal de TV por cabo da SIC dedicado à informacao, 24 horas em directo e em portugues. Tudo o que interessa a todo o instante.","news",NA,1
"lesoir","Le Soir","La timeline de la redaction du Soir.","",NA,1
"sydney_sider","Sydney.com","The official Sydney Twitter account. Use #ilovesydney to ask for travel tips & share your Sydney photos for a chance to be featured.","news",NA,1
"revistasuper","Superinteressante","Acredite no conhecimento. Enxergue SUPER.","",NA,1
"eestiekspress","Eesti Ekspress","Eesti esimene sõltumatu ajaleht. Tõmbab nagu magnet! Igal kolmapaeval. Estonia�s best investigative newspaper, published every Wednesday.","news",NA,1
"Lupacz","Lupa.cz","Server o ceskem internetu, nyni i na Twitteru :)","",NA,1
"wpsg","The Workers' Party","Published by The Workers' Party 216-G Syed Alwi Road S207799","other",NA,1
"WaldenU","Walden University","Learn about the Walden University difference! Offering online degree programs to students in over 145 countries. Come chat with us! 855-625-1295","",NA,1
"nature_org","Nature Conservancy","Our mission is to conserve the lands and waters on which all life depends. Working in 69 countries, all 50 U.S. states and your backyard.","",NA,1
"skerah","Skerah","Promoting Port Moresby Tourism, Business & Lifestyle!","",NA,1
"vikramchandra","Vikram Chandra","Anchor of the Big Fight, Gadget Guru, 9 o'clock news, Cleanathon, Save our Tigers etc. Tech junkie. Have led NDTV's online initiatives for 17 years.","news",NA,1
"Vingresor","Ving Sverige AB","Ving ar Sveriges ledande researrangor med resor till fler an 500 resmal i over 50 lander pa http://t.co/GDwukAH3mE Stall din fraga till vara reseexperter. #Ving","travel",NA,1
"NoticiasCaracol","Noticias Caracol","Primero en Noticias.","news",NA,1
"StanfordBiz","Stanford Business","Business research, insights & ideas from Stanford Graduate School of Business. Tweets by @nataliemwhite @karenlee","other",NA,1
"alert5","Alert 5","Military news from around the world","news",NA,1
"srfnews","SRF News","V. Buhr ^vb, F. Frey ^ff, C. Gall ^cg, N. Gerber ^ng, S. Hubner ^sh, A. Kruger ^ak, U. Mai ^um, C. Schubert ^cs, K. Weber ^kw, S.de Wolf ^sw, Redaktion ^red","news",NA,1
"SPIEGEL_Reise","SPIEGEL Reise","Alle Artikel aus SPIEGEL ONLINE - Reise","brand",NA,1
"JNegocios","Jornal de Negocios","Noticias sobre economia, empresas e mercados. Analises e opiniao.","news",NA,1
"abdulmaajid","Maji","Yet to be discovered!!!!!","person",NA,1
"Stanford","Stanford University","This year, Stanford celebrates 125 years of impact in people's lives and around the world. Visit the Stanford 125 website for information about upcoming events.","other",NA,1
"malaysiakini","malaysiakini.com","Malaysiakini is an award-winning independent news provider. The editorial is built on fast, accurate and independent news, well-informed and diverse views.","news",NA,1
"RevistaSemana","Revista Semana","Periodismo con caracter. Participe en #preguntaSemana #recomendadoSemana y #soySemana","",NA,1
"tempodotco","TEMPO.CO","Official twitter account of Tempo Media Group. Follow us for breaking news, current events, special reports, and something more from https://t.co/X6ONLydjhj","brand",NA,1
"jeffbullas","Jeff Bullas","#1 Content Marketing Influencer,Social Media Marketing Strategist & Speaker,Forbes Top 10 Social Media Influencer,#1 Global Business Blog.","person",NA,1
"taloussanomat","Taloussanomat","Koti- ja ulkomaisen talouselaman uutiset, tapahtumat ja ilmiot.","",NA,1
"AmnestyOnline","AmnestyInternational","We take injustice personally and won't stop until human rights are enjoyed by all. Join us!","other",NA,1
"50cent","50cent","It's the kid 50 Cent | G-Unit -- Download I'M THE MAN now:","person",NA,1
"johnlegend","John Legend","I wanna be associated with interesting quotes","person",NA,1
"spain","Spain","Welcome to Spain. Get ready for a trip to Spain! The official Twitter for tourism in Spain #visitspain","",NA,1
"kaskus","KASKUS","KASKUS is the largest Indonesian online community, including a social commerce platform. @kaskus and @kaskusjualbeli powered by @ombaQid","",NA,1
"NewshubBreaking","Newshub Breaking","Your breaking news now.","news",NA,1
"bbcbangla","bbcbangla","International broadcaster, devoted to all things Bengali and more.","news",NA,1
"itele","iTELE","Au coeur de l'evenement, en 140 caracteres. Votre appli sur https://t.co/13fBbQoYbR - Retrouvez-nous aussi sur https://t.co/OnZorUgYbk","",NA,1
"AJENews","Al Jazeera News","Follow Al Jazeera for the latest news, ongoing coverage and unique perspectives from around the world. For more: @AJEnglish","news",NA,1
"NRL","NRL","#NRL - Where the @Cronulla_Sharks made History in 2016 #HistoryHappens | @NRL","sports",NA,1
"Channel2News","חדשות 2","Channel 2 News - Providing live broadcast and the best video news from Israel and the world - https://t.co/8iJEC561aP","news",NA,1
"RascalTweets","Chris Brady","NYT Best Selling Author, Inc. Mag's Top 50 Leader, CEO of Life Leadership, Speaker, Humorist, World Traveler, Soccer Fan, Father, Rascal!","person",NA,1
"carlbildt","Carl Bildt","Entrepreneur in future and peace. Before that most other things. Pa svenska pa @cbildt.","person",NA,1
"pauliusa","Paulius Ambrazevicių","No-name pusiau komikas, pusiau pro teisuolis ir Gritėno klonas (c) @uzkalnis","person",NA,1
"FIJIWater","FIJI Water","The official Twitter page of FIJI Water.","brand",NA,1
"TheDeenShow","Eddie Redzovic","Hit Subscribe https://t.co/7Q8W3PUBuu Like My FB Page https://t.co/vrz5A4t8O9  Follow me on Instagram https://t.co/fhPq5vSiPT","person",NA,1
"sr_nyheter","SR Nyheter","Automatfeed med nyhetsrubriker fran Ekot, Radiosporten, Kulturnytt, Vetenskapsradion, P3 Nyheter och Radio Sweden pa svenska. Prata med oss via @sr_ekot.","news",NA,1
"matteorenzi","Matteo Renzi","Presidente del Consiglio dei Ministri. Segretario del PD","person",NA,1
"fhollande","Francois Hollande","President de la Republique francaise","person",NA,1
"travelocity","Travelocity","Wise travelers follow Travelocity for great deals and travel inspiration. For customer service, tweet @TravelocityHelp.","travel",NA,1
"qatarnews","Qatar News","Grab the latest news related to Qatar for free! Visit https://t.co/m7iVuGqfiP for more. [Community news]","news",NA,1
"qatarevents","Qatar Event Listings","All about Qatar's events! Grab the latest events happening in Qatar. Visit https://t.co/aCbGOCfFax","other",NA,1
"repubblicait","la Repubblica","Il twitter feed ufficiale delle notizie di Repubblica.it","channel",NA,1
"bankofengland","Bank of England","As the UK's central bank we work to ensure low inflation, trust in banknotes and a stable financial system. Follow our Museum account @boemuseum","other",NA,1
"TUIflyBelgium","TUI fly Belgium","Official TUI fly Belgium Twitter account #TUIfly #TUIflywithus","airline",NA,1
"sphasiaone","AsiaOne","All the top publications in one. News and lifestyle content for free.","news",NA,1
"gbuhnici","George Buhnici","Jurnalist, blogger, pasionat de orice are motor!","person",NA,1
"JColeNC","J. Cole","Cole World","",NA,1
"beppe_grillo","Beppe Grillo","In alto i cuori!","person",NA,1
"gazeta_wyborcza","Gazeta Wyborcza.pl","Oficjalny mikroblog Gazety Wyborczej","news",NA,1
"Corpodormente","Bruno Nogueira","O ser humano mais espectacular alguma vez criado. BrunoNogueiraMail@gmail.com","person",NA,1
"transavia","Transavia","Low fares all�around Europe�with Transavia. We can answer your tweets between 08.00-22.00 CET.","airline",NA,1
"BrianCHouston","Brian Houston","My wife and I are pastors and founders of a church called Hillsong. We are passionate about Jesus, our family, the Church, & helping people any way we can!","person",NA,1
"ntvde","n-tv","Aktuelles aus der Online-Redaktion. Eilmeldungen hier: @ntv_EIL. Und: @ntvde_politik, @teleboerse_de, @ntvde_Sport, @ntvde_Auto | http://t.co/inxPDSLkH4","news",NA,1
"CaracolRadio","Caracol Radio","�Mas compania! | Primer lugar en noticias, deportes y opinion | #AlAire: https://t.co/8vOONOA0wm","channel",NA,1
"dnevnik","Дневник","Най-важните новини, задълбочени анализи, истински истории. Медиата на активните хора с позиция.","person",NA,1
"Radio702","702","Join the Conversation... Listen on 92.7FM in Joburg or 106.2FM in Pretoria","channel",NA,1
"Flyasiana","아시아나항공AsianaAirlines","아시아나항공 공식 트위터 계정입니다. / Official Twitter Account of Asiana Airlines","airline",NA,1
"flybe","Flybe ","The fastest way from A to Flybe. We're here to assist Mon - Fri 6am-10pm (inc bank hols) and Sat/Sun 8am-10pm","airline",NA,1
"enkhbat","Enkhbat Dangaasuren","System Engineer PhD, #Mongolian #Internet Pioneer, Promoter of #OpenKnowledge and #OpenEducation  --- RTs not endorsements.","person",NA,1
"YahooFinance","Yahoo Finance","The biggest business platform on the planet.","brand",NA,1
"Peru21pe","Diario Peru21","La redaccion web de Peru21.pe te mantendra informado de lo ultimo del acontecer nacional y mundial.","news",NA,1
"aviobiletes","Letas Aviobiletes","Letas aviobiletes - turisma firmu akcijas, aviosabiedribu piedavajumi, visletakas aviobiletes Taviem celojumiem atradisi bloga http://t.co/z0AawAIUu0","travel",NA,1
"bdnews24","Bangladesh News 24","Powered By #Bangladesh People��","news",NA,1
"SolOnline","Jornal SOL","A actualidade na politica, economia, internacional, desporto e tecnologias.","news",NA,1
"kambizhosseini","Kambiz Hosseini","I live in NY and make fun of Iranian politicians for a living!","person",NA,1
"ElViajero_Pais","El Viajero","Guia de viajes de EL PAÍS con las mejores propuestas e informacion util para disfrutar de unas vacaciones perfectas.","travel",NA,1
"BDUTT","barkha dutt","Barkha Rani JamKe Barasti Hai. Cloudburst. Journalist. Dreams of being a Lawyer. Argumentative! Yaaron Ka Yaar.","person",NA,1
"ClaroPeru","Claro Peru","Siguenos y forma parte de la comunidad de Claro Peru. Recuerda que estamos aqui para responder todas tus consultas o dudas de lunes a domingo de 9am a 11pm.","brand",NA,1
"mediapart","Mediapart","Les tweets de Mediapart.fr : le journal d'information politique et generale, d'investigation, independant et participatif.","news",NA,1
"BostonFed","BostonFed","The Federal Reserve Bank of Boston serves Connecticut (excluding Fairfield County), Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont.","other",NA,1
"trafficscotland","Traffic Scotland","Scottish trunk road traffic. # Hashtag trunk routes or area to help spread the message. This account is not monitored 24/7. Customer Care Line 0800 028 1414","other",NA,1
"STVNews","STV News","The home of Scottish news. Download our News App: https://t.co/I4ffMjJ4Js","news",NA,1
"persianclick","Persian Click (کلیک)","Persian Click or Click Farsi is the @BBCPersian's flagship #technology show. Presented by @nima","",NA,1
"JoannePeh","Joanne Peh","Actress, Singapore. Loves art, music, literature & fashion.","person",NA,1
"channelten","Channel Ten","Channel Ten's official Twitter account.","channel",NA,1
"LuxTravelDiary","Claire","Reviews, News & Auction Prizes From The Best Hotels In The World, Plus The Style & Fashion Essential For Luxury Travel.","travel",NA,1
"wbpictures","Warner Bros Pictures","Welcome to the official Twitter page for Warner Bros. Pictures.","brand",NA,1
"HansRosling","Hans Rosling","Professor Global Health, Karolinska Institutet. Edutainer & co-founder of Gapminder Foundation","person",NA,1
"WRadioColombia","W Radio Colombia","Perfil oficial de W Radio en Colombia, bajo la direccion de Julio Sanchez Cristo. Mas piel, mas W.","channel",NA,1
"DelfiLV","DELFI","Popularakais zinu portals Latvija.","news",NA,1
"DRBreaking","DR Nyheder Breaking","Breaking News fra DR Nyheder. Danmarks mest troværdige nyhedsmedie. Fa ALLE vores historier pa @drnyheder","news",NA,1
"pilotsimon208","Simon Burnham","#avgeek pilot / surf photographer & Bodyboarder, spent along time in South Africa flying now chief instructor at @VA_Glos . with #EhlersDanlosSyndrome 3","person",NA,1
"ArminWolf","Armin Wolf","TV-Journalist | Politik, Medien & sonstige Fundstucke | Nein, das ist kein ORF-Account. Die Meinungen hier sind die meinen. | Favoriten sind Lesezeichen.","person",NA,1
"the_hindu","The Hindu","News feeds from India's National Newspaper","news",NA,1
"DienaLv","Diena","","",NA,1
"prattandwhitney","Pratt & Whitney","Pratt & Whitney is a world leader in the design, manufacture and service of aircraft engines and auxiliary power units. #WeArePW","brand",NA,1
"Chevron","Chevron","Chevron uses ingenuity to solve today's complex energy challenges, inspire for tomorrow and power progress around the world.","",NA,1
"AIRNZUSA","Air New Zealand USA","Welcome to the official Air New Zealand USA twitter page. For customer service please call 1-800-262-1234 (USA only).","airline",NA,1
"ylenews","Yle News","Breaking news and top stories of the day from Finland. Bulletins on TV1 at 15:05, Radio Mondo at 15:30 and Radio 1 at 15:55.","news",NA,1
"RevistaEpoca","Epoca","Site da Revista Epoca - Brasil, Sociedade, Mundo, Saude, Ciencia, Tecnologia, Negocios e Cultura.","",NA,1
"eZadar","eZadar","Official Twitter account of eZadar.hr (Zadar, Croatia) #zadar #croatia #travel #mustvisit #zadarebd2016 #likezadar #feelzadar #tastezadar","news",NA,1
"lobs","L'Obs","L'Obs, le media nouvelle generation engage. Compte anime par @AntoinePatinet & @TomMery. Suivez-nous aussi sur Facebook https://t.co/War3MauIpk","",NA,1
"NYSE","NYSE","The NYSE makes it possible for companies to #ExchangeMore of what matters","",NA,1
"destandaard","De Standaard","De officiele Twitter-account van de krant De Standaard.","news",NA,1
"esa","ESA","European Space Agency, keeping you posted on European space activities.","channel",NA,1
"DHughesy","Dave Hughes","2016 is SWEET. See me explain why in person. https://t.co/7aFYdN5Yb0 for TIx.","",NA,1
"vecernji_list","Vecernji list","Sluzbeni Twitter portala Vecernji.hr.  Vecernji list poceo je izlaziti 1. 7. 1959.","news",NA,1
"USEmbassyKabul","U.S. Embassy Kabul","Welcome to the official Twitter account of U.S. Embassy Kabul.","other",NA,1
"tedkravitz","Ted Kravitz","http://t.co/Fqaa1VCO0T","person",NA,1
"VivaAerobus","VivaAerobus","Te invitamos a que nos sigas. Aqui encontraras premios, promociones y sorpresas. Descubriras por que somos lo que necesitas para volar.","",NA,1
"tvi24pt","tvi24","O Mundo em Primeira Mao","news",NA,1
"LATAM_CO","LATAM Colombia","Bienvenido a LATAM Airlines Colombia. Estamos listos para ayudarte 24/7. Descubre mas sobre nosotros en https://t.co/MdmOjqPrVE","airline",NA,1
"avinor","AVINOR","Avinorkonsernets Twitter-konto benyttes som nyhetskanal. For sporsmal om trafikkavvikling, kontakt den enkelte lufthavn eller ditt flyselskap.","airport",NA,1
"UniversalPics","Universal Pictures","Welcome to Universal Pictures via Twitter!","",NA,1
"Reebok","Reebok","We're here to tell great stories, show you awesome new gear, and celebrate every single personal record! Tweet us, we tweet back!","brand",NA,1
"ariannahuff","Arianna Huffington","mother, sister, flat shoe advocate, sleep evangelist, HuffPost founder, and founder and CEO of Thrive Global. https://t.co/UyBntwzEpi","person",NA,1
"footlocker","Foot Locker","The official Twitter of Foot Locker, House of Hoops by Foot Locker and https://t.co/JAWCfWzjdj. If it's at Foot Locker, it's #Approved.","brand",NA,1
"BrianODriscoll","Brian O'Driscoll","Pundit @BTSport & @OffTheBall. @HSBCSport Ambassador. Co-owner @Ultimaterugby. Enquiries ️ https://t.co/bhqEutHp9Z. Views are my own","person",NA,1
"GreatestQuotes","Great Minds Quotes","A collection of quotes that will challenge, motivate and inspire you. Compiled by Sinead Duffy, Hypnotherapist & Psychotherapist","channel",NA,1
"MuslimMatters","Muslim Matters","Because Muslims Matter. Official twitter for MM. Sharing news/thoughts on Islam & Muslims. RTs/following not = endorsement. https://t.co/0hY0Tw0Lhd","other",NA,1
"bbcturkce","BBC Turkce","BBC Dunya Servisi Turkce Yayinlari'nin haber hesabi. Sosyal Meydan tartismalarina katilabileceğiniz interaktif hesabimiz: @canli_bbcturkce","news",NA,1
"Kajgana","Kajgana","","channel",NA,1
"SpinninRecords","Spinnin' Records","Dastic ft. Cade 'Let me Love You' is out now! https://t.co/2fqXSpcK9Y","brand",NA,1
"ltvpanorama","LTV Panorama","LTV zinu dienesta raidijums Panorama ir etera kops 1958.gada. Tas nozime, ka mes gaisa esam bijusi vismaz 18 000 + reizes, apt. 10 000+ stundas.","news",NA,1
"ThingsWithWings","Things With Wings","http://t.co/26jmiPv88X's commercial airline feed","travel",NA,1
"kingsthings","Larry King","Love #suspenders & interviewing people Watch #LarryKingNow & #PoliticKING on my digital network, @OraTV! http://t.co/nuJ93n8Uw2 Podcast- http://t.co/cJiAOqblRH","person",NA,1
"HarvardHealth","Harvard Health","Authoritative health information from @Harvardmed, drawing on the expertise of 11,000 faculty physicians and world-famous affiliated hospitals.","channel",NA,1
"gestins","Janis Geste","zinu razotajs...katru dienu...(gandriz). Seit rakstitais ir tikai mans viedoklis un tas nepauz mana darba deveja poziciju.","person",NA,1
"Blickch","Blick","News direkt aus dem BLICK-Newsroom. Sport gibt's bei @BLICK_Sport, Fun bei @blickamabend | Instagram: https://t.co/S6sJfKEYRY","news",NA,1
"StarwoodBuzz","Starwood Hotels","Official voice of Starwood Hotels. Timely tweets, news, comments and updates from the world's leading hotel company.","brand",NA,1
"radiodeejay","Radio Deejay","One Nation One Station One Twitter","channel",NA,1
"TaffiDollar","Taffi Dollar #author","My mission is to inspire and uplift #radical #arrowrecords #prestige #EJB #worldchangersnation","",NA,1
"derStandardat","derStandard.at","Aus dem Newsroom der osterreichischen Tageszeitung DER STANDARD.  Impressum: http://t.co/3QiMz573wR","channel",NA,1
"dohanews","Doha News","Covering breaking news, politics, business, culture and more in and around Qatar since 2009. Tweets by @shabinakhatri and @omarc","news",NA,1
"naypyidawpost","The Naypyidaw Post","Myanmar (Burma) News, Myanmar Major Cities' Weather Condition, Myanmar Currency Exchange Rates, Myanmar Articles. Views/feed contents are not endorsements.","news",NA,1
"visitsingapore","VisitSingapore","Singapore Tourism Board's official stream! Share your favorite experiences in Singapore! Catch us on Instagram (visit_singapore)!","other",NA,1
"EdinburghUni","Edinburgh University","Influencing the world since 1583. Follow our other accounts: https://t.co/SL2oB6Oet1","other",NA,1
"azulinhasaereas","Azul Linhas Aereas","Azul. Voce la em cima.","airline",NA,1
"burmacampaignuk","Burma Campaign UK","Campaigning for Human Rights, Democracy and Development in Burma","other",NA,1
"CocaColaCo","The Coca-Cola Co.","The Coca-Cola Company is the world's largest beverage company. These are our #CokeJourney stories.","brand",NA,1
"vrtderedactie","VRT deredactie.be","Hier vindt u een selectie van het (breaking) nieuws uit binnen- en buitenland, gemaakt door #vrtnieuws.","",NA,1
"yleuutiset","Yle Uutiset","Uutiset Suomesta ja maailmalta nopeasti ja luotettavasti https://t.co/JVtW9wCr8F #yle Uutisvahdissa kiinnostavat uutiset loytavat sinut https://t.co/QHVPO6nC0Q","",NA,1
"mindykaling","Mindy Kaling","The Mindy Project, on Hulu. Season 5 premieres October 4th. Why Not Me? is my second book. instagram: mindykaling","",NA,1
"WarnerBrosEnt","Warner Bros.","Welcome to the official Twitter page for Warner Bros. Entertainment.","brand",NA,1
"diarioeconomico","Diario Economico","O jornal de economia lider em Portugal.","",NA,1
"positivus","Positivus Festival","July 15, 16, 17. Salacgriva, Latvia","other",NA,1
"nelsonbocaranda","Nelson Bocaranda S.","Periodista de https://t.co/LprQpB1b6J https://t.co/rmTt3OuHbG / https://t.co/eD9SjcCWrQ Premios:Ondas/Nacional de Periodismo/ Arturo Uslar Pietri-CNP","",NA,1
"VodafoneQatar","Vodafone Qatar","صفحة فودافون قطر الرسمية على تويتر. اعرف أحدث أخبارنا وعروضنا وغيرها. Official Twitter page of Vodafone Qatar .Download the My Vodafone App","brand",NA,1
"bbcnepali","BBC Nepali","BBC Nepali","news",NA,1
"bbcburmese","BBC Burmese","BBC Burmese. If you can't see this page, please try a different browser, and check that you have the correct font installed (see our website).","news",NA,1
"policia","Policia Nacional","https://t.co/Wli0gJZH8D https://t.co/NlBmavtuUM https://t.co/vsvFxUqwLI https://t.co/FFWtUgY14z","",NA,1
"AndersBreinholt","Anders Breinholt","Noget med medier vært @ 'Natholdet Med Anders Breinholt'. Partner @ Pineapple Entertainment. Booking/management- 'Repræsenter': line@repraesenter.dk","person",NA,1
"MobilePunch","The Punch Newspapers","This is the official Twitter handle of The Punch Newspapers, the most widely read newspaper in Nigeria.","news",NA,1
"Condor","Condor","Herzlich willkommen auf dem offiziellen Twitter Kanal der Condor Flugdienst GmbH. Impressum: http://t.co/QiGlUJppKX","airline",NA,1
"dblv","Dienas Bizness","Zinas tiem, kas doma un dara!","news",NA,1
"mauriciomacri","Mauricio Macri","Presidente de la Republica Argentina. Miembro fundador de PRO Argentina. Casado. 4 hijos. Hincha de Boca.","person",NA,1
"Milenio","Milenio.com","Periodismo con caracter.","",NA,1
"DeleMomodu","Dele Momodu Ovation","A teacher, writer, polemicist, publisher, politician, entrepreneur, speaker, actor, mentor, Philanthropist, Ambassador Plenipotentiary and global citizen!","person",NA,1
"amarettocafe","Amaretto Bakery Cafe","","brand",NA,1
"OECD","OECD","Organisation for Economic Co-operation and Development, global policy forum: Better policies for better lives.","",NA,1
"SMKrishnaCong","S. M. Krishna","Candidate from Bangalore South","",NA,1
"whycroatia","whycroatia","Why you should visit Croatia? Find out...","channel",NA,1
"UAENews","UAE News","One stop for major UAE News feeds","news",NA,1
"danieltosh","daniel tosh","not a doctor","person",NA,1
"Visao_pt","Visao","","",NA,1
"joannasaket","جوانا  Joanna Saket","A social media fanatic & consultant who loves sharing positivity & interesting global news & events. Peace.","news",NA,1
"ntvkenya","NTV Kenya","Kenya's #1 brand on Twitter. First for breaking news and home to the best entertainment on television. Turning on your world","news",NA,1
"Skyscanner","Skyscanner","The world's travel search engine. Here to share news, inspiration and tips to help you travel smarter. Need some help? Walk this way �� https://t.co/aq9qyWQD3q","travel",NA,1
"hsuood","Husnu Al Suood","Lawyer, President of Maldives Bar Association, former Attorney General of Maldives, former Chief Judge, former member of the National Human Rights Commission.","person",NA,1
"TravelIndustry","Travel Industry","Passionate #Travel Bloggers CTAs - Creators of the hashtag: #TravelTheWorld Tag your tweets with #TravelTheWorld. We will RT the best!","travel",NA,1
"itwitting","ionline","i de informacao","channel",NA,1
"SvD","Svenska Dagbladet","Nyheter och kommentarer fran Svenska Dagbladet - Sveriges kvalitetssajt for nyheter. Folj aven @SvDNaringsliv och @SvDKultur.","channel",NA,1
"stubru","Studio Brussel","Life is music.","",NA,1
"federalreserve","Federal Reserve","The official Twitter channel of the Board of Governors of the Federal Reserve System. Privacy Policy: http://t.co/pbRRCfwyou","other",NA,1
"Hublot","Hublot","The Art of Fusion concept in Watchmaking, combining exotic materials and Swiss watchmaking tradition - https://t.co/Fv18uQzMnW - Snapchat: hublot","",NA,1
"rtve","RTVE","Canal oficial en Twitter de RTVE, Radio Television Espanola. La actualidad, desde la radiotelevision publica.","channel",NA,1
"flyLAXairport","LAX Airport","Welcome to the 7th busiest airport in the world, 3rd in the U.S., and a Gateway to the Pacific Rim. LAX reserves the right to remove any comments. #flyLAX","airport",NA,1
"anadolujet","AnadoluJet","","airline",NA,1
"Zoella","Zoë","YouTuber, Blogger, Friend & Pizza Addict ","person",NA,1
"Paula_White","Paula White-Cain","I love the Lord - He is my strength!","",NA,1
"khamenei_ir","Khamenei.ir","Follow for regular updates and news about Ayatollah Seyed Ali Khamenei, Iran's Supreme Leader --- French Account: @Khamenei_Fra","news",NA,1
"WSJbusiness","WSJ Business News","The Wall Street Journal's Business editors share the latest breaking news and their insights on what matters most in business and finance.","news",NA,1
"ABCDigital","ABC Digital","ABC Digital, el diario digital con mayor cantidad de visitas del Paraguay. Todas las noticias nacionales, internacionales, deportes, espectaculos y mas.","news",NA,1
"Vevo","Vevo","The official Twitter for Vevo. Get our free app: https://t.co/QLGOiGvBa5 Add us on Snapchat: https://t.co/By5UKlnmNg","brand",NA,1
"RadioFarda_","RadioFarda راديوفردا","News on Iran, Middle East, and World from Radio Farda","news",NA,1
"iltasanomat","Ilta-Sanomat","Jos se on kiinnostavaa, se on Ilta-Sanomissa. Twitterin suosituin suomalainen uutispalvelu. Muista myos Urheilusanomat @usanomat","",NA,1
"tv3malaysia","tv3malaysia","TV3 - stesen swasta siaran terestrial nombor satu di Malaysia","channel",NA,1
"Pravdask","Pravda.sk","Twitterovy kanal s vyberom najzaujimavejsich sprav z Pravda.sk, priebezne aktualizovany po cely den.","",NA,1
"talouselama","Talouselama","Talouselaman toimituksen Twitter-tili. Seuraa @TEuutiset kautta kaikkia uutisotsikoitamme syotteesta.","",NA,1
"zaza27","Zaza Pachulia","Instagram @zazapachulia","person",NA,1
"LaStampa","La Stampa","Notizie, inchieste, analisi e breaking news. RT dei nostri giornalisti e lettori.","person",NA,1
"Rove","Rove McManus","Australian comedian and cohost of @roveandsam. Not as tall in real life. Instagram/Facebook: @rovemcmanus Subscribe on YouTube: https://t.co/u667vWXAk0","",NA,1
"francediplo","France Diplomatie","Ministere des Affaires etrangeres et du Developpement international - Quai d'Orsay. Aussi sur @francediplo_EN @francediplo_AR @francediplo_ES @ConseilsVoyages","other",NA,1
"24sata_HR","24sata","dnevna doza tweetova s naseg portala","channel",NA,1
"JessicaSimpson","Jessica Simpson","","",NA,1
"theRealKiyosaki","Robert T. Kiyosaki","Investor | Entrepreneur | Financial Education Advocate | Author","person",NA,1
"SuperSportTV","SuperSport","Join your World of Champions for all the latest sports news & updates","sports",NA,1
"UBAGroup","UBA Group","Welcome to official Twitter profile for UBA Group. For immediate support, follow us on UBACFC @UBACares.","brand",NA,1
"Fibank","Fibank","Официалният профил на Fibank.  Тук споделяме важна информация и отговаряме на вашите въпроси :-)","brand",NA,1
"TommyHilfiger","Tommy Hilfiger","We make looking cool look easy. Live in the moment with #TommyHilfiger, find your inspiration from the world of #TOMMYNOW. https://t.co/6Lj0sawIQe","brand",NA,1
"AllahIslamQuran","Allah Islam Quran","#Allah #Islam #Quran One and Only _____  ﷽  _____ ______________________________  & Prophets ﷺ ________ #AllahIslamQuran  https://t.co/mRJW8Q9lbl  .","other",NA,1
"andimoisescu","Andi Moisescu","TV Producer","person",NA,1
"cuneytozdemir","cuneyt ozdemir","hayat, hayaller, kirikliklar, umutlar, dunya, ask, bulanti, iliskiler, siyaset, sinema, can sikintisi...","person",NA,1
"enkhboldz","Zandaakhuu Enkhbold","УИХ-ын дарга асан, Ардчилсан Намын дарга асан, https://t.co/dQUeKWmfCt","person",NA,1
"AmarjargalR","Amarjargal","Mongolia, Former PM of Mongolia","person",NA,1
"20m","20minutos.es","Cuenta oficial de 20minutos, el medio social y ciudadano. Informacion, analisis y contacto personal con los lectores las 24 horas del dia http://t.co/W3CI8vms","channel",NA,1
